Word:redound cos:-0.13818
Word:62,000 cos:-0.07317
Word:salination cos:-0.39930
Word:banyu cos:-0.39327
Word:bucknum cos:-0.31213
Word:tengen cos:-0.26569
Word:emiko cos:-0.23290
Word:grubber cos:-0.12653
Word:nemax50 cos:-0.30584
Word:tejay cos:-0.40456
Word:pootie cos:0.14844
Word:371st cos:-0.25617
Word:lehmans cos:-0.31074
Word:kindom cos:-0.29446
Word:ruhnu cos:-0.26440
Word:bujagali cos:0.09277
Word:transcaucasian cos:-0.12645
Word:10:45 cos:-0.07784
Word:overpricing cos:-0.30509
Word:stater cos:-0.02302
Word:mittelstand cos:-0.17906
Word:2,968 cos:-0.33743
Word:smoothes cos:-0.26923
Word:jesus cos:0.44305
Word:edmistone cos:0.06209
Word:attributor cos:-0.44821
Word:permafrost cos:-0.23629
Word:ayrton cos:0.14775
Word:midmarket cos:-0.55321
Word:judds cos:-0.01166
Word:retrospectively cos:-0.12849
Word:toori cos:-0.34003
Word:space-themed cos:-0.44566
Word:cybercriminals cos:-0.51461
Word:meaders cos:-0.28874
Word:visnovsky cos:-0.17102
Word:abbas-e cos:-0.33749
Word:cavalry cos:0.33047
Word:mitigate cos:-0.02954
Word:cowlairs cos:-0.29927
Word:imov cos:-0.40581
Word:-3.2 cos:-0.33065
Word:savior cos:0.30616
Word:fram cos:-0.01936
Word:cyclocross cos:-0.29453
Word:over-crowded cos:-0.45402
Word:voris cos:-0.15337
Word:gonbaki cos:-0.46960
Word:lightheavyweight cos:0.01477
Word:consign cos:-0.11065
Word:elminster cos:-0.09127
Word:internalise cos:-0.39678
Word:sansei cos:-0.24716
Word:carabidae cos:0.18827
Word:roadworthiness cos:-0.43732
Word:tonks cos:0.00842
Word:tassell cos:-0.37132
Word:17,500 cos:-0.09257
Word:thaicom cos:-0.12140
Word:90,000-square cos:-0.11943
Word:martinique cos:0.08934
Word:joblessness cos:-0.22982
Word:agrarian cos:0.02781
Word:ghumura cos:-0.26368
Word:orimolade cos:-0.13059
Word:obudu cos:-0.24044
Word:waksals cos:-0.24709
Word:svartisen cos:-0.20047
Word:croatia cos:0.22526
Word:helmond cos:-0.22016
Word:coasters cos:0.02177
Word:smack cos:0.03194
Word:paperclip cos:-0.18447
Word:fpga cos:-0.23988
Word:113.90 cos:-0.32874
Word:atari cos:0.22279
Word:16.99 cos:-0.19664
Word:declared cos:0.55194
Word:suwannee cos:-0.10979
Word:dotcomguy cos:-0.26715
Word:jewelpets cos:-0.09455
Word:43.92 cos:-0.39827
Word:allelopathic cos:-0.38834
Word:oneasia cos:0.08478
Word:bonewits cos:-0.11728
Word:vices cos:0.02573
Word:woodsfield cos:-0.44692
Word:drc cos:0.18493
Word:154.9 cos:-0.13749
Word:1.040 cos:-0.42217
Word:shigeyuki cos:-0.40847
Word:lonmin cos:-0.19742
Word:pineywoods cos:-0.25037
Word:prepositioning cos:-0.24675
Word:usarp cos:-0.28046
Word:garmab cos:-0.29371
Word:lugaresi cos:-0.25140
Word:pasquier cos:-0.06844
Word:mohegans cos:-0.09939
Word:caucasus cos:0.17917
Word:arauca cos:-0.17089
Word:kiyonaga cos:-0.17478
Word:perrachon cos:-0.06086
Word:56.8 cos:-0.27776
Word:jitterbug cos:-0.10835
Word:microtech cos:-0.34798
Word:biologics cos:-0.26501
Word:uemura cos:0.16511
Word:saury cos:-0.32816
Word:glanmire cos:-0.36513
Word:incentivise cos:-0.36707
Word:wifredo cos:-0.15854
Word:13-april cos:-0.14364
Word:418,000 cos:-0.35433
Word:guam cos:0.11355
Word:sharonville cos:-0.42373
Word:upscaling cos:-0.40560
Word:ribosome cos:0.02021
Word:hog-nosed cos:-0.13065
Word:shabankareh cos:-0.45583
Word:alaei cos:-0.18030
Word:detsky cos:-0.12901
Word:quitters cos:-0.27795
Word:yoh cos:0.09224
Word:tenkara cos:-0.24070
Word:surfwear cos:-0.31667
Word:waterstones cos:-0.30549
Word:bertrando cos:-0.20158
Word:watabe cos:-0.05902
Word:wildc.a.t.s cos:-0.34419
Word:yohan cos:-0.17694
Word:frears cos:0.16733
Word:flank cos:0.17153
Word:daenerys cos:0.06330
Word:21,000 cos:-0.06783
Word:mail.com cos:-0.30348
Word:birthweight cos:-0.24857
Word:banty cos:-0.27149
Word:wiwaxia cos:-0.18147
Word:chaharduli cos:-0.39722
Word:reinterprets cos:-0.19647
Word:7,200 cos:-0.21775
Word:pilczuk cos:-0.30250
Word:holdridge cos:-0.06727
Word:potec cos:-0.27992
Word:dobermans cos:-0.36331
Word:trebinje cos:-0.14497
Word:corvettes cos:0.09106
Word:jennens cos:-0.04971
Word:asaph cos:-0.02509
Word:ribfest cos:-0.29335
Word:chull cos:-0.15325
Word:a-way cos:-0.34773
Word:tituba cos:0.01384
Word:precent cos:-0.31059
Word:sukamto cos:-0.36542
Word:113.11 cos:-0.16744
Word:camptown cos:-0.27426
Word:trippet cos:-0.24250
Word:ambae cos:-0.00771
Word:polley cos:-0.04760
Word:capernwray cos:-0.19792
Word:fitment cos:-0.18057
Word:ills cos:-0.03339
Word:cntc cos:-0.27042
Word:optimizations cos:-0.24269
Word:banken cos:-0.19518
Word:bobek cos:-0.25114
Word:kucova cos:-0.24670
Word:closeout cos:-0.33386
Word:cannstatt cos:-0.27387
Word:vlašić cos:-0.25090
Word:jewelery cos:-0.27034
Word:conterno cos:-0.21476
Word:burrup cos:-0.04637
Word:habomai cos:0.06622
Word:d'anville cos:-0.18305
Word:92.90 cos:-0.34350
Word:tradedoubler cos:-0.37169
Word:adkin cos:-0.43999
Word:cattin cos:-0.18471
Word:patak cos:-0.11775
Word:outsourcer cos:-0.20591
Word:invid cos:0.05314
Word:reclaims cos:-0.13338
Word:bracciano cos:0.03840
Word:crowsnest cos:-0.20285
Word:orochimaru cos:-0.31858
Word:megastars cos:-0.15209
Word:darkling cos:0.03487
Word:counterprogram cos:-0.29644
Word:insteon cos:-0.30505
Word:e-charkhi cos:-0.28894
Word:haqqanis cos:-0.22418
Word:vietcombank cos:0.05420
Word:hh-65 cos:-0.21991
Word:garderen cos:-0.37297
Word:hugheses cos:-0.34005
Word:mauser cos:-0.04985
Word:batf cos:-0.33896
Word:commodus cos:0.28807
Word:unlaced cos:-0.34472
Word:bindeez cos:-0.22092
Word:nijhoff cos:-0.22932
Word:farooqui cos:-0.20230
Word:armored cos:0.12097
Word:jammi cos:-0.31602
Word:fessed cos:-0.13358
Word:14-inch cos:-0.22605
Word:grunsven cos:-0.32413
Word:toyin cos:-0.04118
Word:korando cos:-0.41468
Word:mca cos:0.05292
Word:booij cos:-0.18160
Word:1,650 cos:-0.17228
Word:jingzhao cos:-0.00286
Word:furon cos:-0.30690
Word:artnet cos:-0.50536
Word:bet365 cos:-0.33899
Word:selvam cos:-0.15124
Word:chameleons cos:-0.15607
Word:adua cos:0.33386
Word:565,000 cos:-0.30015
Word:ztohoven cos:-0.30193
Word:lbo cos:-0.21583
Word:camelina cos:-0.38838
Word:inthanon cos:-0.39910
Word:gelatine cos:-0.13460
Word:cryptozoologists cos:-0.39986
Word:cyts cos:-0.17003
Word:tommasini cos:-0.21488
Word:eltron cos:-0.36190
Word:s400 cos:-0.23767
Word:worapoj cos:-0.15411
Word:reprap cos:-0.28895
Word:622.8 cos:-0.30682
Word:9,500 cos:-0.13350
Word:fernan cos:-0.32172
Word:deathbed cos:0.26744
Word:percocet cos:0.14620
Word:tanabata cos:-0.12464
Word:lightsey cos:-0.27802
Word:ordinal cos:-0.09546
Word:lipizzaner cos:-0.11933
Word:animas cos:-0.07206
Word:businesss cos:-0.46145
Word:matchmaking cos:-0.11630
Word:outcompete cos:-0.18371
Word:hwange cos:-0.09187
Word:reiffel cos:-0.04827
Word:saalekreis cos:-0.27923
Word:occult cos:0.10483
Word:metzner cos:-0.10473
Word:sterlite cos:0.00365
Word:iphigenia cos:-0.03720
Word:zaara cos:-0.22966
Word:detachment cos:0.13195
Word:infants cos:-0.02116
Word:merton cos:0.09396
Word:hansom cos:-0.05693
Word:klez cos:-0.32176
Word:leotar cos:-0.14123
Word:5,320 cos:-0.52478
Word:164.3 cos:-0.27984
Word:graysville cos:-0.19422
Word:ibanez cos:-0.02812
Word:betters cos:-0.21887
Word:leetonia cos:-0.37058
Word:campeche cos:0.12591
Word:maybelle cos:0.11142
Word:stockmen cos:-0.14511
Word:supermac cos:-0.17370
Word:jewellry cos:-0.42464
Word:wandzik cos:-0.09563
Word:94.26 cos:-0.31215
Word:nauheim cos:-0.08146
Word:cow-calf cos:-0.41550
Word:obsessives cos:-0.29298
Word:pillar cos:0.16658
Word:permanence cos:-0.14887
Word:aflpa cos:-0.00983
Word:traa cos:-0.14337
Word:rockridge cos:-0.42644
Word:flightserv cos:-0.42896
Word:suncruz cos:0.06946
Word:opa cos:-0.18732
Word:generalising cos:-0.41300
Word:rocketplane cos:-0.15641
Word:teennick cos:-0.16432
Word:spaceplanes cos:-0.33825
Word:hudong cos:-0.36767
Word:introspect cos:-0.46543
Word:6.4375 cos:-0.31664
Word:cheekiness cos:-0.19121
Word:23-31 cos:-0.18415
Word:ferulic cos:-0.24341
Word:+10.00 cos:-0.42238
Word:5-33 cos:-0.35595
Word:state-chartered cos:-0.31881
Word:gillock cos:-0.37803
Word:cognos cos:-0.19524
Word:luchu cos:-0.33985
Word:224.8 cos:-0.40169
Word:lynnwood cos:-0.34204
Word:cibulková cos:-0.16926
Word:orality cos:-0.19412
Word:fay cos:0.18328
Word:sightfirst cos:-0.24577
Word:kab cos:-0.11085
Word:hecataeus cos:-0.14618
Word:outsprint cos:-0.30454
Word:batjer cos:-0.26343
Word:3,200 cos:-0.08444
Word:boh cos:0.05844
Word:193-member cos:-0.04701
Word:spiritedness cos:-0.12429
Word:356,000 cos:-0.33513
Word:cyanotic cos:-0.25284
Word:imp cos:-0.18699
Word:capulin cos:-0.26839
Word:acqua cos:-0.08110
Word:pagai cos:-0.09473
Word:502,000 cos:-0.40642
Word:hastings cos:0.33282
Word:unicom cos:0.04580
Word:metacentric cos:-0.04739
Word:brannock cos:-0.20408
Word:503,000 cos:-0.50392
Word:cutmore cos:-0.32143
Word:prime-1 cos:-0.17576
Word:micrograms cos:-0.16696
Word:danzón cos:-0.13478
Word:70.8 cos:-0.28555
Word:blasius cos:-0.20780
Word:40-fold cos:-0.45824
Word:máscaras cos:-0.14146
Word:charismatic cos:0.32429
Word:recumbent cos:-0.11848
Word:farther cos:0.13209
Word:iracing cos:-0.37009
Word:nchsaa cos:-0.44677
Word:samant cos:-0.28580
Word:asbos cos:-0.17074
Word:democratizes cos:-0.20442
Word:sang-soo cos:-0.05280
Word:sleds cos:-0.24795
Word:near-contemporary cos:-0.17275
Word:tatoosh cos:-0.21497
Word:fayre cos:-0.08270
Word:chelangat cos:-0.48765
Word:caramon cos:-0.10723
Word:12-pound cos:-0.06993
Word:494,000 cos:-0.26243
Word:depiction cos:0.29361
Word:operationalise cos:-0.37204
Word:biography cos:0.45333
Word:rafik cos:0.04774
Word:beermakers cos:-0.48468
Word:fosun cos:-0.35736
Word:pwehr cos:-0.03162
Word:kirkfield cos:-0.28658
Word:gazprombank cos:-0.33446
Word:westbank cos:-0.18821
Word:dainius cos:-0.35340
Word:86.87 cos:-0.39471
Word:hagio cos:-0.27550
Word:mīān cos:0.14183
Word:sobs cos:0.06930
Word:294.3 cos:-0.32650
Word:golfsmith cos:-0.33976
Word:hotwire.com cos:-0.36835
Word:computershare cos:-0.33074
Word:suckermouth cos:-0.24180
Word:turn-out cos:-0.47698
Word:blich cos:-0.51557
Word:overlapping cos:-0.09073
Word:fremad cos:-0.13991
Word:baristas cos:-0.42486
Word:1,250 cos:-0.06617
Word:discharge cos:0.12212
Word:askariya cos:0.10488
Word:proxim cos:-0.18086
Word:selectivity cos:-0.27660
Word:50-fold cos:-0.45162
Word:gowharan cos:-0.31457
Word:severn cos:0.19499
Word:luda cos:-0.09903
Word:tackiest cos:-0.30956
Word:216.2 cos:-0.19721
Word:paliburg cos:-0.35859
Word:gervais cos:0.14602
Word:stearic cos:-0.23079
Word:recognisable cos:0.01620
Word:burzum cos:-0.14210
Word:199.4 cos:-0.26452
Word:livshits cos:-0.09985
Word:tenderize cos:-0.27465
Word:yaa cos:-0.02916
Word:anacin cos:-0.12106
Word:counterbalances cos:-0.34563
Word:4,770 cos:-0.40062
Word:mikkelsplass cos:-0.05193
Word:prescriptivism cos:-0.28983
Word:bauxite cos:-0.07842
Word:bergoglio cos:0.03129
Word:colstrip cos:-0.41620
Word:newfoundlands cos:-0.37078
Word:godmen cos:-0.29535
Word:littig cos:-0.08299
Word:naschy cos:-0.14046
Word:flyfishing cos:-0.37822
Word:dunstall cos:-0.21003
Word:qualities cos:0.24698
Word:199.1 cos:-0.33530
Word:gautreaux cos:-0.33574
Word:o'briens cos:-0.13455
Word:reprographic cos:-0.33288
Word:nginx cos:-0.25306
Word:fimbres cos:-0.16573
Word:soju cos:-0.01096
Word:playmobil cos:-0.14593
Word:vails cos:0.09487
Word:aboke cos:-0.34791
Word:20-fold cos:-0.33837
Word:reinforcements cos:0.26211
Word:24th cos:0.15194
Word:incl cos:-0.27451
Word:v60 cos:-0.23338
Word:clumsiest cos:-0.36476
Word:zinifex cos:-0.21925
Word:seafair cos:-0.18789
Word:haymakers cos:-0.10052
Word:pacifiers cos:-0.22172
Word:cotai cos:0.00426
Word:beguile cos:-0.29573
Word:18.36 cos:-0.33321
Word:miljacka cos:-0.23608
Word:karrimor cos:-0.32512
Word:ruggles cos:0.01449
Word:grandness cos:-0.26959
Word:176.3 cos:-0.31905
Word:167-seat cos:-0.20003
Word:muramasa cos:-0.08705
Word:rater cos:-0.14510
Word:taurima cos:-0.16196
Word:sortir cos:-0.17742
Word:sternin cos:-0.11631
Word:arzner cos:-0.09847
Word:sumitra cos:-0.08110
Word:ninth-largest cos:-0.35419
Word:lazer cos:-0.11871
Word:24,600 cos:-0.38266
Word:teenybopper cos:-0.40053
Word:tucci cos:0.16553
Word:kong-based cos:-0.05918
Word:hideharu cos:-0.25866
Word:217-member cos:-0.19359
Word:12:45 cos:-0.10345
Word:karamojong cos:-0.06245
Word:pantagruel cos:-0.12180
Word:intellipedia cos:-0.54839
Word:badmouth cos:-0.16635
Word:1.10 cos:-0.05176
Word:bals cos:-0.19415
Word:readymade cos:-0.10598
Word:endeavored cos:-0.09313
Word:2,900 cos:-0.18915
Word:democratic-republicans cos:-0.25436
Word:wicell cos:-0.53523
Word:regiments cos:0.20787
Word:9.5-percent cos:-0.35889
Word:4,940 cos:-0.29542
Word:congo cos:0.28603
Word:ewes cos:-0.19046
Word:garecht cos:-0.31369
Word:false-positive cos:-0.42173
Word:kaukauna cos:-0.45671
Word:wilders cos:0.09973
Word:bargy cos:-0.12938
Word:spenser cos:0.19581
Word:39,200 cos:-0.34657
Word:indinavir cos:-0.22704
Word:movado cos:-0.27795
Word:reunified cos:0.06951
Word:changgwang cos:-0.31190
Word:lepic cos:-0.17918
Word:bozizé cos:0.01841
Word:marilou cos:-0.29172
Word:newk cos:-0.33803
Word:grass-fed cos:-0.34336
Word:ossabaw cos:-0.14013
Word:schilt cos:-0.14178
Word:573,000 cos:-0.35922
Word:wuqiao cos:-0.08587
Word:k6-2 cos:-0.25834
Word:htoo cos:-0.20653
Word:jubilee cos:0.46163
Word:1:58 cos:-0.28316
Word:đàm cos:-0.34027
Word:42,000 cos:-0.11498
Word:yahzarah cos:-0.12645
Word:radovljica cos:-0.29434
Word:lab-on-a-chip cos:-0.34636
Word:xiaolangdi cos:-0.10870
Word:solotrek cos:-0.31917
Word:skirmishers cos:-0.16870
Word:26,000 cos:-0.09702
Word:nicoll cos:-0.15465
Word:competiveness cos:-0.40219
Word:shetterly cos:-0.17911
Word:tanjong cos:-0.15988
Word:ees cos:0.05511
Word:gerawan cos:-0.39186
Word:kozulin cos:0.00534
Word:bessarion cos:-0.19664
Word:blackberrys cos:-0.05194
Word:20-metre cos:-0.18235
Word:thach cos:-0.23190
Word:sudwikatmono cos:0.07174
Word:recolonization cos:-0.15723
Word:323.6 cos:-0.21010
Word:harkin cos:-0.00429
Word:casamance cos:-0.06642
Word:lesley-anne cos:-0.23520
Word:gravina cos:-0.08396
Word:abbo cos:-0.21537
Word:datel cos:-0.45442
Word:calaf cos:0.06581
Word:nestico cos:-0.20467
Word:5.9375 cos:-0.18985
Word:65.7 cos:-0.31714
Word:malleswari cos:-0.33010
Word:hijazi cos:0.06691
Word:pagad cos:-0.06854
Word:victuallers cos:-0.23337
Word:edmund cos:0.51243
Word:patroonship cos:-0.28455
Word:tiremakers cos:-0.24012
Word:lapu cos:-0.13549
Word:40.00 cos:-0.10822
Word:4-percent cos:-0.31503
Word:toše cos:-0.15098
Word:gith cos:-0.24717
Word:shiplift cos:-0.44114
Word:mazumdar cos:-0.03407
Word:10-centimeter cos:-0.20286
Word:arab-islamic cos:-0.28743
Word:vitruvius cos:0.00716
Word:roland-garros cos:-0.31970
Word:f-35c cos:-0.14007
Word:7,540 cos:-0.43261
Word:postganglionic cos:-0.22581
Word:colorants cos:-0.47016
Word:truckee cos:-0.14240
Word:prosopography cos:-0.02156
Word:bh6 cos:-0.31533
Word:infantrymen cos:-0.12206
Word:kubitschek cos:-0.09195
Word:oxfordians cos:-0.23480
Word:shipholding cos:-0.24042
Word:konko cos:-0.31569
Word:10-30 cos:-0.30601
Word:schleiden cos:-0.19056
Word:dispatched cos:0.26554
Word:mitea cos:-0.20035
Word:lifebuoy cos:-0.27595
Word:palladius cos:-0.06561
Word:jambox cos:-0.32437
Word:sakurada cos:-0.20477
Word:g.t. cos:-0.28877
Word:figure cos:0.38364
Word:s.t cos:-0.37390
Word:slaughterhouses cos:-0.16872
Word:slaps cos:0.07357
Word:rag cos:-0.02372
Word:loped cos:-0.28652
Word:pamper cos:-0.15443
Word:tool-making cos:-0.37260
Word:a35 cos:-0.23228
Word:flat-track cos:-0.09077
Word:takaful cos:-0.03122
Word:plattsmouth cos:-0.41847
Word:ranum cos:-0.25206
Word:neap cos:-0.29018
Word:40-share cos:-0.12400
Word:class cos:0.35420
Word:83.91 cos:-0.26752
Word:umbilicals cos:-0.19019
Word:gosse cos:0.13201
Word:arab-muslim cos:-0.31219
Word:simesecurities cos:-0.19963
Word:gloc-9 cos:-0.37651
Word:95,000 cos:-0.15045
Word:cytotec cos:-0.06535
Word:55.7 cos:-0.23949
Word:gobbler cos:-0.14154
Word:teamorigin cos:-0.28703
Word:messiah cos:0.32992
Word:peletier cos:-0.16722
Word:hegemonistic cos:-0.32488
Word:roissy cos:0.20489
Word:visible cos:0.19003
Word:gigatons cos:-0.35369
Word:susquehanna cos:0.03506
Word:snobbery cos:-0.10712
Word:brutalize cos:-0.20350
Word:reconciliation cos:0.28917
Word:clugston cos:-0.43523
Word:genseric cos:0.13122
Word:ebon cos:-0.19343
Word:goraya cos:-0.29825
Word:cleef cos:-0.02952
Word:dmus cos:-0.06932
Word:felicitate cos:-0.05862
Word:aquabats cos:0.02073
Word:khater cos:-0.20844
Word:3,900 cos:-0.23012
Word:abridged cos:0.11164
Word:runts cos:-0.27908
Word:nagorny cos:0.05289
Word:hijabs cos:-0.14709
Word:graystripe cos:-0.23122
Word:98.63 cos:-0.31406
Word:euridice cos:0.01331
Word:bestride cos:-0.23879
Word:belayer cos:-0.10968
Word:mehrjui cos:-0.11153
Word:pricesmart cos:-0.40952
Word:tournon cos:-0.20725
Word:shiraro cos:-0.32118
Word:+7.50 cos:-0.49104
Word:dayr cos:-0.12152
Word:niemi cos:-0.10899
Word:kenai cos:-0.16762
Word:perisphere cos:-0.44258
Word:e-tayyaba cos:0.04772
Word:elder cos:0.70868
Word:weese cos:-0.08918
Word:retarget cos:-0.19894
Word:stymies cos:-0.49681
Word:hotwire cos:-0.17068
Word:6,840 cos:-0.48441
Word:jawbreakers cos:-0.37582
Word:navman cos:-0.19503
Word:chaucer cos:0.31976
Word:dappling cos:-0.29578
Word:lgb cos:-0.26035
Word:coldest cos:0.10750
Word:al-mabhouh cos:-0.19752
Word:penpix cos:-0.03296
Word:biocompatibility cos:-0.51051
Word:ruler cos:0.74343
Word:sdf cos:-0.03747
Word:replantation cos:-0.33336
Word:jamaa cos:0.03639
Word:reymont cos:0.09763
Word:towage cos:-0.32210
Word:cinefan cos:-0.06778
Word:songcraft cos:-0.23792
Word:bengali-language cos:-0.15454
Word:erythrocytes cos:-0.18518
Word:degrees cos:0.07942
Word:tomislav cos:0.03190
Word:cycles cos:0.11354
Word:zone-based cos:-0.05014
Word:kaliningrad cos:0.03515
Word:jamili cos:-0.29159
Word:285-pound cos:-0.39977
Word:5.4375 cos:-0.32705
Word:15-fold cos:-0.36730
Word:trun cos:-0.11548
Word:spoofy cos:-0.39598
Word:kelong cos:-0.41875
Word:hi-tech cos:-0.39746
Word:tooro cos:-0.03821
Word:19.97 cos:-0.18271
Word:tashi cos:0.02016
Word:betrayers cos:-0.16951
Word:choc cos:-0.21681
Word:best-equipped cos:-0.28924
Word:medalist cos:0.14239
Word:57,100 cos:-0.47007
Word:hamley cos:-0.01987
Word:toyoda cos:0.22518
Word:unibody cos:-0.28293
Word:snornas cos:0.19041
Word:freshlyground cos:-0.35483
Word:schoolnet cos:-0.32442
Word:penjing cos:-0.26017
Word:koreshige cos:-0.07610
Word:outdoorsmen cos:-0.34821
Word:recondition cos:-0.20737
Word:hipness cos:-0.20084
Word:earthfill cos:-0.25142
Word:chapare cos:-0.22285
Word:biafra cos:0.11313
Word:akhal-teke cos:-0.20848
Word:nemi cos:-0.11593
Word:wyludda cos:-0.37665
Word:magua cos:-0.39928
Word:barcoding cos:-0.31715
Word:98fm cos:-0.10100
Word:diest cos:-0.15011
Word:tohoshinki cos:-0.07488
Word:winterguard cos:-0.48307
Word:sapsucker cos:-0.33607
Word:2100 cos:-0.02842
Word:mckew cos:-0.29811
Word:parachutist cos:-0.06244
Word:lumbee cos:-0.03096
Word:cinephiles cos:-0.33125
Word:s90 cos:-0.27202
Word:unt cos:-0.38695
Word:wurde cos:-0.21712
Word:genmar cos:-0.17749
Word:hamstringing cos:-0.41560
Word:777x cos:-0.35532
Word:1,787 cos:-0.46602
Word:y-dna cos:-0.17931
Word:kbot cos:-0.37692
Word:pushtun cos:-0.05722
Word:17-fold cos:-0.49689
Word:7,401 cos:-0.41144
Word:muroc cos:-0.20619
Word:chaing cos:-0.10577
Word:muminov cos:-0.16723
Word:slovakia cos:0.11511
Word:cardinal cos:0.40156
Word:outrigger cos:-0.09225
Word:madlock cos:-0.26461
Word:sodded cos:-0.43093
Word:ipalco cos:-0.33712
Word:larvicide cos:-0.49198
Word:determination cos:0.25455
Word:dartfish cos:-0.29030
Word:kilowog cos:-0.03388
Word:armajani cos:-0.37385
Word:systemax cos:-0.36662
Word:olavarría cos:-0.53801
Word:333.8 cos:-0.26206
Word:mbongeni cos:-0.34908
Word:florizel cos:-0.11677
Word:kowtow cos:-0.04929
Word:11,350 cos:-0.52232
Word:113.5 cos:-0.19761
Word:1.805 cos:-0.36950
Word:newtok cos:-0.38343
Word:hyun-woo cos:-0.10404
Word:overvalue cos:-0.35831
Word:kiminobu cos:-0.21031
Word:diw cos:-0.27858
Word:sheathe cos:-0.08091
Word:tunesmiths cos:-0.18224
Word:ready-made cos:-0.15576
Word:glue cos:-0.10153
Word:windpower cos:-0.20573
Word:45-65 cos:-0.39739
Word:xm8 cos:-0.35744
Word:496,000 cos:-0.47757
Word:imam cos:0.45288
Word:nuzzle cos:-0.28653
Word:chizuo cos:0.08457
Word:speakout.com cos:-0.38790
Word:gg1 cos:-0.18221
Word:hirers cos:-0.31922
Word:perils cos:-0.05394
Word:shifts cos:0.00437
Word:6,240 cos:-0.37643
Word:163.7 cos:-0.30844
Word:lifehouse cos:-0.00507
Word:t'ina cos:-0.25198
Word:musiqueplus cos:-0.34829
Word:comorbidity cos:-0.45386
Word:iceni cos:0.06224
Word:scoles cos:-0.09143
Word:detering cos:-0.42708
Word:boomerangs cos:-0.28538
Word:mooi cos:-0.29019
Word:aie cos:-0.40665
Word:mobis cos:-0.16211
Word:icons cos:0.34498
Word:gillham cos:-0.20333
Word:korugar cos:-0.11925
Word:flammability cos:-0.32773
Word:piff cos:-0.13804
Word:d.b.h. cos:-0.39086
Word:derk cos:-0.20414
Word:buhary cos:-0.18378
Word:522nd cos:-0.30552
Word:sjöbo cos:-0.26541
Word:flippers cos:-0.14325
Word:vantagepoint cos:-0.30239
Word:pillories cos:-0.37896
Word:2ball cos:-0.47334
Word:hunahpu cos:-0.13925
Word:tizen cos:-0.39216
Word:homerf cos:-0.43570
Word:grahame-smith cos:-0.17843
Word:wotan cos:0.15293
Word:allana cos:-0.18179
Word:wildlings cos:-0.48415
Word:brothertown cos:-0.25183
Word:jacey cos:-0.20464
Word:cascar cos:-0.04500
Word:dorud cos:-0.17787
Word:681,000 cos:-0.37814
Word:northmore cos:-0.10263
Word:hackler cos:-0.36818
Word:petlura cos:-0.06913
Word:raunchiest cos:-0.28814
Word:masiyiwa cos:-0.37773
Word:materialism cos:-0.03754
Word:brightcove cos:-0.31038
Word:unchallenged cos:0.13098
Word:blackhill cos:-0.35048
Word:patronize cos:-0.11712
