Word:deni cos:-0.46001
Word:skimcoat cos:-0.13439
Word:clavata cos:-0.04397
Word:larbre cos:-0.23477
Word:bohjalian cos:-0.03132
Word:pathfinders cos:-0.02249
Word:néron cos:-0.31474
Word:haradinaj cos:-0.29916
Word:pillories cos:-0.23679
Word:shinawatra cos:-0.01450
Word:alm cos:-0.22070
Word:linocut cos:-0.16349
Word:moorehouse cos:-0.30467
Word:kuba cos:-0.09513
Word:1.4283 cos:-0.31129
Word:lessened cos:-0.21779
Word:edmonia cos:-0.16546
Word:pachaiyappa cos:-0.07643
Word:112.23 cos:-0.37393
Word:reorganized cos:-0.00264
Word:schut cos:-0.34649
Word:wgy cos:-0.25316
Word:macjohnson cos:-0.33275
Word:mikele cos:-0.34298
Word:alicorp cos:-0.07064
Word:tinkly cos:-0.24957
Word:verlet cos:-0.18777
Word:gerakan cos:-0.03432
Word:kernal cos:-0.29886
Word:responsum cos:-0.14224
Word:elegies cos:-0.07339
Word:wanchope cos:-0.01671
Word:dragset cos:-0.33421
Word:pait cos:-0.40406
Word:urquell cos:-0.25437
Word:dvd-ram cos:-0.35875
Word:magneto-optical cos:-0.06522
Word:keough cos:-0.10176
Word:maidalchini cos:-0.41774
Word:liseberg cos:-0.04409
Word:mannii cos:-0.08537
Word:vattenfall cos:-0.09933
Word:borchardt cos:-0.18602
Word:olymic cos:-0.19679
Word:corrosion-resistant cos:-0.30619
Word:1930-31 cos:-0.32756
Word:stav cos:-0.31208
Word:bio-inspired cos:-0.23413
Word:creticus cos:-0.17834
Word:hwanghae cos:-0.14686
Word:grandenetti cos:-0.19404
Word:championship-winning cos:-0.03919
Word:tessina cos:-0.32061
Word:outhustling cos:-0.38468
Word:chakma cos:-0.10100
Word:cadelago cos:-0.16609
Word:62s cos:-0.22892
Word:worden cos:-0.23842
Word:tammen cos:-0.20074
Word:bue cos:-0.23739
Word:flexors cos:-0.11860
Word:blanlot cos:-0.34124
Word:x30 cos:-0.21018
Word:nofv-oberliga cos:-0.18231
Word:mpeg4 cos:-0.18936
Word:10.78 cos:-0.25167
Word:knudtzon cos:-0.33315
Word:cognacs cos:-0.22906
Word:4-0-24-0 cos:-0.12311
Word:esthetically cos:-0.11457
Word:mezzotints cos:-0.35177
Word:daisley cos:-0.19642
Word:primack cos:-0.25905
Word:broderip cos:-0.41753
Word:locally-made cos:-0.18154
Word:gite cos:-0.15057
Word:herrell cos:-0.19679
Word:mandisa cos:-0.09766
Word:regranted cos:-0.20937
Word:styluses cos:-0.20123
Word:certitudes cos:-0.23934
Word:gillani cos:-0.21154
Word:cameroun cos:-0.20081
Word:tectorum cos:-0.21560
Word:25.70 cos:-0.24740
Word:stalwarts cos:-0.02092
Word:mennenga cos:-0.29903
Word:oreochromis cos:-0.00885
Word:aarons cos:-0.12168
Word:218.9 cos:-0.03122
Word:dallington cos:-0.27194
Word:bernardus cos:-0.26347
Word:narum cos:-0.46456
Word:takedowns cos:-0.14406
Word:cyclorama cos:-0.21746
Word:panaji cos:-0.27380
Word:cosmologist cos:-0.00185
Word:banky cos:-0.29684
Word:oxiclean cos:-0.20851
Word:5p-9p cos:-0.05150
Word:civilizations cos:-0.08217
Word:psoralea cos:-0.09346
Word:koombana cos:-0.10617
Word:2022 cos:-0.01253
Word:crenellations cos:-0.43407
Word:abdalla cos:-0.06310
Word:mitzvot cos:-0.11036
Word:aste cos:-0.35989
Word:layia cos:-0.04338
Word:bodde cos:-0.42812
Word:5,584 cos:-0.27222
Word:25.10 cos:-0.15711
Word:mervyns cos:-0.29108
Word:bowlus cos:-0.02641
Word:cigaritis cos:-0.11437
Word:ransack cos:-0.11631
Word:obscurities cos:-0.29792
Word:no-smoking cos:-0.19147
Word:nacido cos:-0.08988
Word:houser cos:-0.23250
Word:petropoulos cos:-0.28900
Word:woggle-bug cos:-0.12198
Word:dasovic cos:-0.19677
Word:edf cos:-0.17409
Word:baffler cos:-0.00629
Word:gasparyan cos:-0.24116
Word:runningback cos:-0.28891
Word:step-through cos:-0.12709
Word:jumadi cos:-0.36855
Word:gelle cos:-0.26631
Word:militaries cos:-0.11547
Word:rsoi cos:-0.08511
Word:getafe cos:-0.12807
Word:maneuvre cos:-0.24724
Word:wackerman cos:-0.20794
Word:duino cos:-0.22646
Word:zij cos:-0.09369
Word:mcgillycuddy cos:-0.12228
Word:annand cos:-0.28788
Word:kleeblatt cos:-0.26010
Word:rubtsov cos:-0.38020
Word:4-0-20-0 cos:-0.22908
Word:filmes cos:-0.03862
Word:nafia cos:-0.35278
Word:jabbari cos:-0.51895
Word:tilston cos:-0.15872
Word:20.18 cos:-0.35037
Word:welle cos:-0.19039
Word:skuse cos:-0.38439
Word:dozerman cos:-0.19531
Word:42-pound cos:-0.15676
Word:lugbara cos:-0.12450
Word:ches cos:-0.25277
Word:humorists cos:-0.11545
Word:49.38 cos:-0.35000
Word:ltp cos:-0.24773
Word:svanborg cos:-0.09383
Word:ods cos:-0.17193
Word:foth cos:-0.18579
Word:23.37 cos:-0.33787
Word:co-champions cos:-0.21032
Word:eye-popping cos:-0.17426
Word:chamnan cos:-0.14453
Word:easterner cos:-0.12616
Word:nadolny cos:-0.32536
Word:oscoda cos:-0.22827
Word:rotundata cos:-0.08702
Word:mustaffa cos:-0.28369
Word:cephetola cos:-0.03477
Word:tyldum cos:-0.09283
Word:otcbb cos:-0.14389
Word:linzee cos:-0.17485
Word:australian-made cos:-0.10382
Word:colorforms cos:-0.27896
Word:pastorale cos:-0.07055
Word:zhenyuan cos:-0.17274
Word:first-place cos:-0.11520
Word:tanam cos:-0.08463
Word:tranh cos:-0.00763
Word:anaesthetist cos:-0.05235
Word:laswell cos:-0.15368
Word:singer-songwriters cos:-0.00492
Word:presumption cos:-0.06810
Word:orfeu cos:-0.03282
Word:braungart cos:-0.36542
Word:dyanne cos:-0.35628
Word:deardorff cos:-0.22919
Word:lemelin cos:-0.42098
Word:cabotage cos:-0.13252
Word:110.26 cos:-0.34227
Word:muzzleloading cos:-0.02147
Word:27.60 cos:-0.27150
Word:fugues cos:-0.16176
Word:jessee cos:-0.39874
Word:cronson cos:-0.15138
Word:108.63 cos:-0.36402
Word:heteropsis cos:-0.03660
Word:sbk cos:-0.13861
Word:provance cos:-0.32295
Word:fundação cos:-0.21681
Word:1.213 cos:-0.35763
Word:kagoj cos:-0.22045
Word:fleuret cos:-0.27317
Word:recuerdo cos:-0.15548
Word:jamesway cos:-0.19951
Word:vcrs cos:-0.07851
Word:terrifies cos:-0.11347
Word:1995-98 cos:-0.32478
Word:vee-jay cos:-0.08452
Word:texiero cos:-0.20940
Word:jaison cos:-0.33719
Word:singer-guitarist cos:-0.18016
Word:hillandale cos:-0.02129
Word:dutkowsky cos:-0.27922
Word:dhaher cos:-0.25250
Word:manoucher cos:-0.30699
Word:semiautomatics cos:-0.24195
Word:fuiste cos:-0.17418
Word:keetley cos:-0.20055
Word:gurrelieder cos:-0.28793
Word:cne cos:-0.21996
Word:kiichi cos:-0.27367
Word:hirs cos:-0.47125
Word:unscrupulously cos:-0.15309
Word:iraola cos:-0.22972
Word:seefeld cos:-0.29258
Word:minou cos:-0.20307
Word:unquestionable cos:-0.12005
Word:131.1 cos:-0.29536
Word:36.01 cos:-0.35518
Word:fuyang cos:-0.01190
Word:conduced cos:-0.34564
Word:qazvin cos:-0.16581
Word:24.36 cos:-0.36789
Word:guardrails cos:-0.20304
Word:d'andorra cos:-0.26323
Word:84.16 cos:-0.35566
Word:drily cos:-0.09579
Word:trimspa cos:-0.02427
Word:andreotta cos:-0.10149
Word:unwearable cos:-0.22207
Word:redrum cos:-0.08269
Word:kickstand cos:-0.05555
Word:bubbe cos:-0.06410
Word:sgraffito cos:-0.19328
Word:tbf cos:-0.02922
Word:colhoun cos:-0.26551
Word:visar cos:-0.22093
Word:thiazide cos:-0.01305
Word:self-developed cos:-0.18014
Word:paskowitz cos:-0.03208
Word:habibti cos:-0.13293
Word:spt cos:-0.05944
Word:spaceballs cos:-0.13375
Word:folium cos:-0.08202
Word:makar cos:-0.02587
Word:papantoniou cos:-0.12608
Word:end-2006 cos:-0.52815
Word:cordifolia cos:-0.02638
Word:pickrell cos:-0.36026
Word:lenderman cos:-0.13187
Word:20-pounder cos:-0.13040
Word:hwy cos:-0.10648
Word:84.11 cos:-0.41966
Word:furnitures cos:-0.28798
Word:44.06 cos:-0.31234
Word:rajin cos:-0.16935
Word:tummler cos:-0.18437
Word:1.5875 cos:-0.20401
Word:busse cos:-0.32845
Word:bubbie cos:-0.05480
Word:119.10 cos:-0.25710
Word:nymeyer cos:-0.33927
Word:croce cos:-0.02233
Word:matovu cos:-0.33897
Word:dubé cos:-0.36168
Word:citybus cos:-0.14431
Word:huaneng cos:-0.23123
Word:chevrette cos:-0.17670
Word:martenot cos:-0.21312
Word:hea cos:-0.13287
Word:desipramine cos:-0.28081
Word:dashiell cos:-0.13353
Word:sugoroku cos:-0.03751
Word:prevarications cos:-0.41920
Word:proprieties cos:-0.25130
Word:blastobasis cos:-0.04202
Word:sitti cos:-0.14905
Word:barbudan cos:-0.17960
Word:lenzerheide cos:-0.17452
Word:scoular cos:-0.47480
Word:57th cos:-0.04160
Word:kismayu cos:-0.19173
Word:drawled cos:-0.07384
Word:60.19 cos:-0.13371
Word:cheil cos:-0.13891
Word:nasseredine cos:-0.33314
Word:jaipuri cos:-0.54335
Word:goldmining cos:-0.25659
Word:darrius cos:-0.36101
Word:annies cos:-0.01906
Word:reasonings cos:-0.37769
Word:chisnall cos:-0.21216
Word:wirajuda cos:-0.11600
Word:arthralgia cos:-0.30055
Word:harking cos:-0.14143
Word:s-vhs cos:-0.26761
Word:stoklos cos:-0.33534
Word:off-the-cuff cos:-0.08540
Word:aero-engines cos:-0.21909
Word:sadrists cos:-0.19942
Word:adalimumab cos:-0.42603
Word:brasillach cos:-0.38524
Word:aretas cos:-0.29519
Word:baghdadis cos:-0.18712
Word:apomorphic cos:-0.22116
Word:trpa cos:-0.36569
Word:erling cos:-0.12503
Word:farahat cos:-0.32002
Word:network-based cos:-0.17660
Word:lubis cos:-0.17377
Word:gsdf cos:-0.17624
Word:walthall cos:-0.30100
Word:lupoff cos:-0.23623
Word:iaps cos:-0.20579
Word:militaris cos:-0.01933
Word:gendered cos:-0.02323
Word:ptpkappa cos:-0.36940
Word:econmic cos:-0.45541
Word:parliaments cos:-0.17717
Word:holdups cos:-0.17401
Word:vaudreuil cos:-0.38099
Word:priaulx cos:-0.19696
Word:guridi cos:-0.40615
Word:non-malay cos:-0.13734
Word:matteus cos:-0.34859
Word:liberal-democratic cos:-0.26799
Word:karabekir cos:-0.57347
Word:calendrical cos:-0.18103
Word:copra cos:-0.09087
Word:kantauri cos:-0.20144
Word:shuisky cos:-0.37800
Word:action-drama cos:-0.05351
Word:mariachis cos:-0.06274
Word:uson cos:-0.20429
Word:striae cos:-0.25505
Word:hardangervidda cos:-0.19753
Word:fastolf cos:-0.19244
Word:bisimwa cos:-0.19795
Word:off-shore cos:-0.15324
Word:time-slot cos:-0.20437
Word:pomegranates cos:-0.04425
Word:shadoe cos:-0.10036
Word:452d cos:-0.16964
Word:fall/winter cos:-0.16337
Word:13:26 cos:-0.35382
Word:unmethylated cos:-0.09418
Word:jellicoe cos:-0.17383
Word:eamcet cos:-0.06040
Word:multiscale cos:-0.26401
Word:haski cos:-0.27891
Word:maturing cos:-0.02012
Word:nida cos:-0.24460
Word:cdu/csu cos:-0.24553
Word:branchline cos:-0.05997
Word:two-leg cos:-0.06775
Word:maduaka cos:-0.23166
Word:tetela cos:-0.37659
Word:montespan cos:-0.07922
Word:weegee cos:-0.03146
Word:gcb cos:-0.14218
Word:rosberg cos:-0.07960
Word:jarolim cos:-0.28119
Word:wolfwood cos:-0.21317
Word:solms-braunfels cos:-0.45621
Word:shortlisting cos:-0.34646
Word:alpheus cos:-0.34277
Word:(408) cos:-0.10616
Word:loksabha cos:-0.20483
Word:aryabhata cos:-0.04182
Word:2-steve cos:-0.06417
Word:rheological cos:-0.16901
Word:podres cos:-0.15689
Word:manwood cos:-0.18889
Word:chavis cos:-0.10098
Word:byshovets cos:-0.26192
Word:maharajahs cos:-0.06318
Word:satanists cos:-0.12778
Word:cinecolor cos:-0.33988
Word:division-level cos:-0.26206
Word:khanlu cos:-0.10684
Word:flagellating cos:-0.17546
Word:georgakopoulos cos:-0.27991
Word:diarmada cos:-0.16899
Word:inter-club cos:-0.17963
Word:microbreweries cos:-0.07271
Word:daana cos:-0.32806
Word:texas-based cos:-0.10435
Word:u.n.-established cos:-0.10740
Word:lunacharsky cos:-0.41464
Word:nflel cos:-0.33981
Word:aimé cos:-0.22955
Word:kweik cos:-0.15177
Word:point-contact cos:-0.24124
Word:pro-syrian cos:-0.45360
Word:klehr cos:-0.28388
Word:acil cos:-0.49806
Word:dpf cos:-0.19380
Word:testino cos:-0.07269
Word:liora cos:-0.33737
Word:khaan cos:-0.15226
Word:praxiteles cos:-0.29017
Word:co-operatively cos:-0.09262
Word:siskind cos:-0.30572
Word:us-uk cos:-0.30090
Word:alfven cos:-0.20328
Word:crombies cos:-0.24644
Word:jungels cos:-0.34352
Word:1485 cos:-0.27304
Word:fieldhouse cos:-0.26064
Word:patacones cos:-0.18592
Word:emmo cos:-0.22543
Word:gallinago cos:-0.02454
Word:shawe-taylor cos:-0.40815
Word:interferometric cos:-0.16511
Word:514th cos:-0.21454
Word:caudron cos:-0.14356
Word:anti-matter cos:-0.08133
Word:petten cos:-0.30870
Word:xochiltepec cos:-0.38651
Word:martic cos:-0.27560
Word:kerstetter cos:-0.27921
Word:oistrakh cos:-0.41065
Word:363d cos:-0.13354
Word:czudaj cos:-0.17021
Word:cartographic cos:-0.16514
Word:decision-making cos:-0.10364
Word:gowaili cos:-0.23684
Word:pengő cos:-0.31720
Word:euro-atlantic cos:-0.50449
Word:haike cos:-0.46178
Word:20-nation cos:-0.06908
Word:brainstorm cos:-0.02404
Word:left-center cos:-0.16070
Word:kolathiri cos:-0.23282
Word:bacalhau cos:-0.09575
Word:two-seats-in-tandem cos:-0.01157
Word:vegesack cos:-0.48772
Word:contrails cos:-0.07659
Word:cauvin cos:-0.24780
Word:philadelphia-based cos:-0.18052
Word:province-wide cos:-0.12101
Word:semi-autonomous cos:-0.08858
Word:nishina cos:-0.45314
Word:317th cos:-0.18652
Word:gudjohnsen cos:-0.07371
Word:enclaved cos:-0.24341
Word:single-file cos:-0.17935
Word:siavosh cos:-0.41975
Word:top-tier cos:-0.04329
Word:seney cos:-0.25994
Word:second-last cos:-0.12974
Word:scollard cos:-0.38831
Word:second-division cos:-0.15307
Word:gluskin cos:-0.36034
Word:reitano cos:-0.51075
Word:195.5 cos:-0.19078
Word:co-ordinates cos:-0.21927
Word:fatmi cos:-0.31543
Word:normative cos:-0.14046
Word:chiloé cos:-0.25834
Word:isumbras cos:-0.08225
Word:debney cos:-0.17605
Word:manolo cos:-0.04853
Word:masuka cos:-0.25884
Word:abeysekera cos:-0.41560
Word:shora cos:-0.30363
Word:designations cos:-0.04466
Word:sempra cos:-0.19156
Word:tenia cos:-0.26985
Word:co-operation cos:-0.20180
Word:mosko cos:-0.26568
Word:teodoro cos:-0.07616
Word:novorossiysk cos:-0.00441
Word:reassumed cos:-0.23152
Word:clis cos:-0.35840
Word:darrent cos:-0.24662
Word:louro cos:-0.44583
Word:big-budget cos:-0.02775
Word:crocodyliforms cos:-0.11750
Word:3,508 cos:-0.40623
Word:marcuse cos:-0.26109
Word:inquisitorial cos:-0.10652
Word:otopeni cos:-0.28648
Word:trevino cos:-0.04142
Word:horsecar cos:-0.12405
Word:trubetskoy cos:-0.41809
Word:healthscout.com cos:-0.08010
Word:chsaa cos:-0.30415
Word:toshinobu cos:-0.16740
Word:610.8 cos:-0.20239
Word:barsky cos:-0.14703
Word:windfalls cos:-0.03352
Word:astm cos:-0.16973
Word:potiguar cos:-0.38097
Word:mura cos:-0.08992
Word:kwalia cos:-0.09703
Word:meuvret cos:-0.41168
Word:vis-à-vis cos:-0.32113
Word:gemellus cos:-0.25788
Word:nobuatsu cos:-0.15299
Word:radiocommunications cos:-0.36243
Word:apricots cos:-0.00199
Word:nival cos:-0.32904
Word:re-enacts cos:-0.22219
Word:ownerships cos:-0.23204
Word:doodson cos:-0.13127
Word:cawkwell cos:-0.36444
Word:campervan cos:-0.00301
Word:laddu cos:-0.09498
Word:italian-german cos:-0.16336
Word:dual-code cos:-0.12917
Word:polynuclear cos:-0.32549
Word:kiani cos:-0.09571
Word:frink cos:-0.18978
Word:nasmyth cos:-0.34459
Word:hasakah cos:-0.33156
Word:motherboards cos:-0.09402
Word:roatan cos:-0.08420
Word:szoka cos:-0.30645
Word:lahiri cos:-0.13597
Word:copy-protected cos:-0.13370
Word:6:54 cos:-0.31318
Word:zannino cos:-0.16106
Word:skyrockets cos:-0.21452
Word:rateliff cos:-0.30222
Word:ashkenazy cos:-0.46242
Word:zuckoff cos:-0.29641
Word:mythmaking cos:-0.13922
Word:coaliton cos:-0.35410
Word:car-based cos:-0.20171
Word:wookiees cos:-0.27825
Word:b-stage cos:-0.23331
Word:connerotte cos:-0.10136
Word:geodynamics cos:-0.35830
Word:rear-admiral cos:-0.04430
Word:brainstorming cos:-0.00207
Word:bretz cos:-0.23309
Word:bowell cos:-0.05955
Word:jaworowski cos:-0.50726
Word:pgg cos:-0.20539
Word:seismically cos:-0.03774
Word:trabalhadores cos:-0.24348
Word:renbourn cos:-0.24684
Word:state-financed cos:-0.45338
Word:agordon cos:-0.26393
Word:defoor cos:-0.41137
Word:community-focused cos:-0.29089
Word:http://www.saltlake2002.com cos:-0.02580
Word:gleim cos:-0.44953
Word:pindling cos:-0.44684
Word:nox cos:-0.23924
Word:frago cos:-0.47295
Word:pro-israeli cos:-0.12361
Word:hordak cos:-0.28686
Word:uclick cos:-0.38208
Word:tejedor cos:-0.34824
Word:maomao cos:-0.23733
Word:brand-name cos:-0.01003
Word:nihoul cos:-0.24909
Word:garchik cos:-0.39330
Word:ringstraße cos:-0.40305
Word:airtrain cos:-0.21063
Word:fortugno cos:-0.15068
Word:infestans cos:-0.09861
Word:rewi cos:-0.00629
Word:hampsten cos:-0.05797
Word:semi-military cos:-0.26412
Word:pupusas cos:-0.24660
Word:lazarenko cos:-0.34442
Word:ground-level cos:-0.09528
Word:usms cos:-0.42700
Word:migron cos:-0.12214
Word:museological cos:-0.32582
Word:paranoias cos:-0.37427
Word:walsch cos:-0.02108
Word:beachley cos:-0.19541
Word:marrons cos:-0.29958
Word:7:42 cos:-0.25463
Word:glaberson cos:-0.21462
Word:herpetology cos:-0.05083
Word:catano cos:-0.27375
Word:tauros cos:-0.14096
Word:antelo cos:-0.31773
Word:igorot cos:-0.01314
Word:venona cos:-0.21955
Word:muggeridge cos:-0.15443
Word:rengong cos:-0.29632
Word:isoun cos:-0.26548
Word:gimpl cos:-0.40819
Word:gottesman cos:-0.38574
Word:suassuna cos:-0.43823
Word:anchises cos:-0.14893
Word:farouk1986 cos:-0.12788
Word:dussera cos:-0.16683
Word:dziga cos:-0.13284
Word:blyleven cos:-0.13699
Word:1476 cos:-0.28714
Word:yuehua cos:-0.29220
Word:front-row cos:-0.12215
Word:pictbridge cos:-0.19017
Word:arkangel cos:-0.14918
Word:djuice cos:-0.21159
Word:donenfeld cos:-0.12789
Word:puder cos:-0.21810
Word:tcoma cos:-0.18887
Word:pepsis cos:-0.03944
Word:amyx cos:-0.44311
Word:cey cos:-0.30311
Word:bullpup cos:-0.15762
Word:jewish-owned cos:-0.19929
Word:interoperability cos:-0.08184
Word:frontispiece cos:-0.14730
Word:bruinsburg cos:-0.31014
Word:rearward cos:-0.19290
Word:staffa cos:-0.22312
Word:gummies cos:-0.14226
Word:standardising cos:-0.30079
Word:3-36 cos:-0.14389
Word:backnang cos:-0.51282
Word:165th cos:-0.20901
Word:wymore cos:-0.39486
Word:hanau cos:-0.31318
Word:koten cos:-0.33661
Word:directrix cos:-0.11785
Word:erinaceidae cos:-0.19441
Word:w126 cos:-0.36193
Word:cpjp cos:-0.32222
Word:andantes cos:-0.31087
Word:banaji cos:-0.24653
Word:lennix cos:-0.05072
Word:wsd cos:-0.22960
Word:magnetostrictive cos:-0.37541
Word:pro-palestinian cos:-0.10605
Word:caradja cos:-0.15582
Word:housebuilders cos:-0.22298
Word:televisi cos:-0.15254
Word:creeggan cos:-0.07883
Word:japanese-controlled cos:-0.16992
Word:pakenham cos:-0.09385
Word:ietf cos:-0.05606
Word:gav cos:-0.28213
Word:codified cos:-0.11316
Word:oscillators cos:-0.24220
Word:recientes cos:-0.27018
Word:leipzig/halle cos:-0.50392
Word:un-sponsored cos:-0.35802
Word:polten cos:-0.31245
Word:subshrubs cos:-0.00966
Word:sonically cos:-0.12377
Word:sharenow cos:-0.33116
Word:nexhmije cos:-0.36551
Word:latonya cos:-0.43292
Word:offsets cos:-0.14418
Word:anti-military cos:-0.26841
Word:gildas cos:-0.17436
Word:faal cos:-0.42713
Word:jovita cos:-0.34045
Word:baymen cos:-0.18505
Word:debo cos:-0.09076
Word:all-cargo cos:-0.15404
Word:celulose cos:-0.07241
Word:arbitral cos:-0.23263
Word:fluorocarbon cos:-0.16558
Word:cardizem cos:-0.26256
Word:aéroport cos:-0.16716
Word:nli cos:-0.00920
Word:main-spessart cos:-0.24022
Word:grappa cos:-0.09891
Word:pro-gun cos:-0.11042
Word:s.koreans cos:-0.25813
Word:kreitzer cos:-0.42724
Word:cess cos:-0.09017
Word:asuman cos:-0.30995
Word:bathhouses cos:-0.07627
Word:eliminative cos:-0.22531
Word:.312 cos:-0.14241
Word:mostek cos:-0.38365
Word:aljunied cos:-0.15755
Word:single-member cos:-0.15936
Word:trenet cos:-0.18904
Word:punongbayan cos:-0.37114
Word:10,000,000 cos:-0.27066
Word:globovision cos:-0.05715
Word:nudie cos:-0.04554
Word:fittings cos:-0.07633
Word:armadas cos:-0.15393
Word:outfoxing cos:-0.39935
Word:imman cos:-0.36316
Word:lasallian cos:-0.15456
Word:abdifatah cos:-0.28225
Word:anglo-celtic cos:-0.08680
Word:data-driven cos:-0.11129
Word:country-wide cos:-0.08001
Word:fastow cos:-0.11166
Word:pourier cos:-0.29033
Word:144-player cos:-0.09459
Word:comiso cos:-0.36790
Word:small-press cos:-0.02002
Word:right-center cos:-0.11043
Word:kororia cos:-0.14803
Word:nurserymen cos:-0.07153
Word:135-seat cos:-0.32271
Word:starfield cos:-0.26189
Word:127mm cos:-0.40267
Word:4:24 cos:-0.21906
Word:gnant cos:-0.20237
Word:yoshihisa cos:-0.45639
Word:stennett cos:-0.19513
Word:queercore cos:-0.04837
Word:italiane cos:-0.06224
Word:mathcounts cos:-0.09511
Word:well-organized cos:-0.05213
Word:mx-6 cos:-0.29576
Word:kempegowda cos:-0.05348
Word:violich cos:-0.43262
Word:arberg cos:-0.13999
Word:matovina cos:-0.40788
Word:stereoselective cos:-0.32788
Word:régionale cos:-0.30478
Word:inter-class cos:-0.17200
Word:detroit-area cos:-0.21129
Word:kreuger cos:-0.17530
Word:instant-runoff cos:-0.14877
Word:koroi cos:-0.32244
Word:hardening cos:-0.16530
Word:commercially-available cos:-0.14565
Word:arain cos:-0.18442
Word:singha cos:-0.05721
Word:s.i.c. cos:-0.14274
Word:notarization cos:-0.31363
Word:smyslov cos:-0.42599
Word:yonaguni cos:-0.10181
Word:ellingwood cos:-0.03889
Word:wapc cos:-0.29822
Word:55kg cos:-0.04251
Word:crystallization cos:-0.05178
Word:nagayoshi cos:-0.21632
Word:masefield cos:-0.06210
Word:sharapova cos:-0.01771
Word:11:13 cos:-0.27439
Word:209.3 cos:-0.31688
Word:0.4000 cos:-0.21014
Word:rendine cos:-0.24343
Word:hady cos:-0.28153
Word:datapoint cos:-0.45502
Word:ammeter cos:-0.36544
Word:huyck cos:-0.46727
Word:salaria cos:-0.09040
Word:cryptozoologist cos:-0.36252
Word:4,001 cos:-0.41463
Word:risk-averse cos:-0.12308
Word:a.j cos:-0.40204
Word:sumagaya cos:-0.28770
Word:ventanas cos:-0.17222
Word:exchangeable cos:-0.21275
Word:re-structure cos:-0.34369
Word:eleni cos:-0.17522
Word:marland cos:-0.39792
Word:eisel cos:-0.12028
Word:michoacana cos:-0.10737
Word:fandoms cos:-0.14065
Word:alcamo cos:-0.35772
Word:yeatman cos:-0.30246
Word:haverfield cos:-0.37095
Word:shadier cos:-0.26095
Word:wilmore cos:-0.13462
Word:steel-frame cos:-0.35477
Word:1492 cos:-0.24564
Word:chaudoir cos:-0.14672
Word:slank cos:-0.11146
Word:alkyl cos:-0.01909
Word:o'ryan cos:-0.38725
Word:three-engined cos:-0.00988
Word:tannaitic cos:-0.27398
Word:gorchakov cos:-0.36856
Word:nachiketa cos:-0.02733
Word:keawe cos:-0.19530
Word:socio-religious cos:-0.23328
Word:brandade cos:-0.13783
Word:eeeee cos:-0.02105
Word:716th cos:-0.37228
Word:shirer cos:-0.18980
Word:tomohito cos:-0.25995
Word:anglo-catholics cos:-0.21295
Word:uninspected cos:-0.03709
Word:mssrs cos:-0.44013
Word:lower-division cos:-0.23138
Word:lipid-soluble cos:-0.12311
Word:national-level cos:-0.14512
