Word:awakens cos:0.31939
Word:xianliang cos:-0.18194
Word:richy cos:-0.30126
Word:fyvie cos:-0.11415
Word:geschwind cos:-0.18718
Word:check-list cos:-0.07289
Word:1st cos:0.18355
Word:jumonville cos:-0.38388
Word:annabelle cos:0.02439
Word:39-year-old cos:-0.05292
Word:k.e. cos:-0.39200
Word:hamann cos:-0.14020
Word:stanier cos:-0.03146
Word:overambitious cos:-0.13443
Word:boguski cos:-0.10212
Word:post-retirement cos:-0.38045
Word:hornung cos:-0.23202
Word:gazidis cos:-0.36188
Word:birchbark cos:-0.12815
Word:manjunatha cos:-0.21809
Word:211,000 cos:-0.27304
Word:160-meter cos:0.02618
Word:hala cos:-0.25005
Word:antipopes cos:-0.28216
Word:3rd cos:0.16214
Word:fuchida cos:-0.16578
Word:mifa cos:-0.10000
Word:raimund cos:-0.35076
Word:wcax cos:-0.39583
Word:crisman cos:-0.28712
Word:tesser cos:-0.21617
Word:rogožarski cos:-0.34136
Word:sellinger cos:-0.36535
Word:lustration cos:-0.07594
Word:pallin cos:-0.22710
Word:qub cos:0.08928
Word:bhaichung cos:-0.08111
Word:gluckman cos:-0.30238
Word:8-year-old cos:0.20163
Word:loganair cos:-0.24597
Word:barbarous cos:0.04273
Word:viteritti cos:-0.33979
Word:86.51 cos:-0.11537
Word:lyng cos:-0.24234
Word:vastus cos:-0.31175
Word:engineer cos:0.15525
Word:deary cos:-0.01563
Word:5-1-1 cos:-0.25753
Word:makoto cos:-0.02288
Word:shinobi cos:0.06368
Word:hiralal cos:-0.23378
Word:sampford cos:-0.26639
Word:manufactories cos:-0.32109
Word:insolent cos:0.08023
Word:heimskringla cos:0.00982
Word:daintree cos:-0.04712
Word:börde cos:-0.27811
Word:rocío cos:-0.09146
Word:877,000 cos:-0.25802
Word:nadruku cos:-0.21250
Word:dahlin cos:-0.11902
Word:colonus cos:-0.11556
Word:1:1 cos:0.05228
Word:bonner cos:-0.19378
Word:hanjour cos:-0.05629
Word:cawthra cos:-0.24540
Word:rifkin cos:-0.15836
Word:mithat cos:-0.27488
Word:shaman cos:0.38975
Word:kotter cos:-0.02733
Word:tabarly cos:-0.12170
Word:heyliger cos:-0.24739
Word:mostafavi cos:-0.29745
Word:1/sc cos:-0.38175
Word:42.05 cos:-0.33383
Word:szarvas cos:-0.16836
Word:sackey cos:-0.00140
Word:woodsman cos:0.26732
Word:yehezkel cos:-0.35890
Word:alvalade cos:-0.12883
Word:rielly cos:-0.23762
Word:vag cos:-0.19259
Word:baryshnikov cos:-0.15766
Word:62-year-old cos:-0.08956
Word:48.14 cos:-0.20979
Word:fauré cos:-0.14965
Word:56,250 cos:-0.08747
Word:getman cos:-0.44074
Word:maleeva cos:-0.02982
Word:brienne cos:-0.30962
Word:shahaji cos:-0.31004
Word:mcnicholas cos:-0.17146
Word:shelford cos:0.06353
Word:souks cos:-0.21532
Word:kaptan cos:-0.19034
Word:borgenicht cos:-0.29353
Word:albopictus cos:0.21260
Word:berenyi cos:-0.18906
Word:4,499 cos:-0.19613
Word:larrison cos:-0.31944
Word:sonore cos:-0.15124
Word:lort cos:-0.27976
Word:rainn cos:-0.14776
Word:carnivory cos:-0.27722
Word:spore-forming cos:-0.06105
Word:cumber cos:-0.14197
Word:hansi cos:0.14840
Word:dreamboats cos:-0.27412
Word:babirusa cos:-0.03887
Word:lingo cos:0.30045
Word:f32 cos:-0.13953
Word:enya cos:0.21240
Word:mathilda cos:-0.00065
Word:erlinder cos:-0.19923
Word:overcrowded cos:0.16518
Word:grotesk cos:-0.06908
Word:rieff cos:-0.17999
Word:madill cos:-0.41875
Word:changdev cos:-0.17773
Word:celan cos:-0.24871
Word:miracles cos:0.16863
Word:seoni cos:-0.26780
Word:amambay cos:-0.40168
Word:bethge cos:-0.26655
Word:virtues cos:0.07492
Word:masaccio cos:-0.15229
Word:kumeu cos:-0.23676
Word:nneka cos:-0.29763
Word:wayne cos:0.21824
Word:clopton cos:-0.14549
Word:folkways cos:-0.04580
Word:amvets cos:-0.32421
Word:resentencing cos:-0.07356
Word:régimes cos:-0.26643
Word:striggio cos:-0.15588
Word:lhermitte cos:-0.11092
Word:castellar cos:-0.34489
Word:term-time cos:-0.16164
Word:educate cos:0.20267
Word:doroteo cos:-0.34804
Word:zorin cos:-0.18593
Word:petroni cos:-0.40377
Word:koliqi cos:-0.26199
Word:oeun cos:-0.15867
Word:94.51 cos:-0.28787
Word:venugopala cos:-0.24139
Word:groat cos:-0.12763
Word:mitar cos:-0.39109
Word:sandiganbayan cos:0.08891
Word:elon cos:-0.00199
Word:haddow cos:-0.40595
Word:raffinate cos:-0.19050
Word:spira cos:-0.15354
Word:televisa cos:0.08194
Word:bohannan cos:-0.29307
Word:neuborne cos:-0.17663
Word:lutenist cos:-0.09352
Word:psychotically cos:-0.08635
Word:gentilis cos:-0.21022
Word:yobo cos:-0.13006
Word:nine-year-old cos:0.24059
Word:jassim cos:-0.02918
Word:anjaneya cos:-0.04288
Word:charnock cos:-0.23929
Word:type-b cos:-0.15165
Word:karp cos:-0.23661
Word:santhana cos:-0.07570
Word:lpn cos:-0.17006
Word:lw cos:-0.14610
Word:szymczak cos:-0.35334
Word:hofland cos:-0.18881
Word:kopassus cos:-0.02987
Word:torit cos:-0.34052
Word:augmon cos:-0.16305
Word:pinacate cos:-0.19592
Word:etel cos:-0.22777
Word:barbossa cos:0.11251
Word:graterol cos:-0.44924
Word:feher cos:-0.07838
Word:woreda cos:-0.09729
Word:wormtongue cos:-0.23934
Word:schwahn cos:-0.17107
Word:okoshi cos:-0.04042
Word:mbuli cos:-0.33875
Word:proietti cos:-0.15843
Word:suis cos:0.13071
Word:9100 cos:-0.33930
Word:camuto cos:-0.38013
Word:preached cos:-0.02507
Word:mednis cos:-0.44618
Word:buil cos:-0.09609
Word:urology cos:0.10854
Word:gustaf cos:-0.07924
Word:pajcin cos:-0.38163
Word:cleese cos:0.20626
Word:mapple cos:-0.17008
Word:cornick cos:-0.25498
Word:detritivores cos:-0.09871
Word:grodzinski cos:-0.30813
Word:jacobz cos:-0.29670
Word:bergamin cos:-0.30252
Word:assadollah cos:-0.50180
Word:orăştie cos:-0.20954
Word:menstruating cos:0.19416
Word:sergel cos:-0.22073
Word:wahler cos:-0.35186
Word:jaffri cos:-0.34222
Word:中書令 cos:0.07045
Word:goligoski cos:-0.28724
Word:krisel cos:-0.26206
Word:hoppus cos:-0.06557
Word:55.87 cos:-0.39408
Word:53.86 cos:-0.45440
Word:lawgiver cos:0.00289
Word:daradas cos:-0.26418
Word:thai-cambodian cos:-0.26887
Word:rushforth cos:-0.33628
Word:farrier cos:0.06729
Word:doba cos:-0.14366
Word:pettine cos:-0.24633
Word:fofana cos:-0.10801
Word:udhas cos:-0.19013
Word:scourges cos:0.07495
Word:beverage cos:0.27867
Word:shortly cos:0.24958
Word:yiannis cos:-0.10691
Word:bär cos:-0.17260
Word:acep cos:0.01201
Word:tuifly cos:-0.21151
Word:franzoni cos:-0.30849
Word:strossmayer cos:-0.21293
Word:küçük cos:-0.19029
Word:jarman cos:-0.06855
Word:barto cos:-0.25635
Word:vacationed cos:0.04512
Word:2,058 cos:-0.31646
Word:shiro cos:-0.15654
Word:graphing cos:0.11041
Word:alcudia cos:-0.27583
Word:iraqis cos:-0.02927
Word:timm cos:-0.13630
Word:prica cos:-0.14656
Word:epoxidation cos:-0.25916
Word:dibernardo cos:-0.35142
Word:joonas cos:-0.13671
Word:lace-making cos:-0.02750
Word:katya cos:-0.09188
Word:sayings cos:0.23589
Word:syverson cos:-0.48882
Word:cosmological cos:-0.01068
Word:barnstormer cos:0.17602
Word:schagen cos:-0.36143
Word:68.13 cos:-0.19658
Word:sajeda cos:-0.24438
Word:plussed cos:-0.18770
Word:sumeet cos:-0.35741
Word:gulati cos:-0.00839
Word:environnement cos:-0.03461
Word:avogadro cos:-0.18649
Word:reles cos:-0.09502
Word:liukko cos:-0.40400
Word:3-for-18 cos:-0.12884
Word:bonifas cos:-0.18242
Word:trenching cos:-0.16454
Word:rankovic cos:-0.50094
Word:wasmuth cos:-0.20214
Word:boffa cos:-0.28517
Word:80.94 cos:-0.39495
Word:baranowska cos:-0.28352
Word:fueled cos:0.09937
Word:euxoa cos:0.07398
Word:pacher cos:-0.33529
Word:nankabirwa cos:-0.18236
Word:fv cos:0.01968
Word:katumba cos:-0.42391
Word:naudé cos:-0.26141
Word:tramell cos:-0.19492
Word:ohlone cos:0.08714
Word:alén cos:-0.28431
Word:gdb cos:-0.05837
Word:ceausescu cos:-0.02032
Word:hewett cos:-0.23369
Word:colliton cos:-0.33639
Word:myths cos:0.23918
Word:boroff cos:-0.30883
Word:lner cos:-0.05643
Word:skyers cos:-0.25361
Word:zaia cos:-0.12606
Word:barkett cos:-0.21012
Word:egil cos:-0.00817
Word:crafoord cos:-0.05079
Word:sedately cos:-0.11455
Word:31.82 cos:-0.33617
Word:lavelli cos:-0.17589
Word:towed cos:0.22801
Word:sastry cos:-0.08254
Word:kavalam cos:-0.22767
Word:hartmann cos:-0.21765
Word:oseas cos:-0.28844
Word:chunmei cos:-0.09381
Word:gascoigne cos:0.09072
Word:tragedies cos:0.06514
Word:böhm-bawerk cos:-0.26410
Word:ysebaert cos:-0.23957
Word:facilities cos:0.06978
Word:alvez cos:-0.26469
Word:benchwarmer cos:-0.17238
Word:lesure cos:-0.29695
Word:attanasio cos:-0.20557
Word:poveda cos:-0.03208
Word:simple-minded cos:0.05857
Word:nakula cos:-0.23305
Word:two-and-a-half-story cos:-0.16831
Word:macek cos:-0.46270
Word:goodrum cos:-0.39526
Word:d'anna cos:-0.18144
Word:domokos cos:-0.38637
Word:tinga cos:-0.16783
Word:yellowish-white cos:-0.13647
Word:fluorinated cos:-0.11283
Word:barrus cos:-0.12279
Word:cássia cos:-0.05309
Word:clairvaux cos:-0.26840
Word:destabilised cos:-0.21674
Word:subramanya cos:-0.02583
Word:ikazuchi cos:-0.00290
Word:venkman cos:-0.22269
Word:kipsiele cos:-0.27089
Word:canahuati cos:-0.18885
Word:scalby cos:-0.34203
Word:sechter cos:-0.30091
Word:motocross cos:0.13896
Word:scheirer cos:-0.13648
Word:ansatz cos:-0.14213
Word:arians cos:-0.14834
Word:akshardham cos:-0.05811
Word:vishwanath cos:0.02551
Word:valdes cos:0.03195
Word:clubmosses cos:-0.03940
Word:mcconkie cos:-0.31682
Word:freestar cos:-0.20929
Word:humes cos:-0.30125
Word:yordani cos:-0.05864
Word:ruark cos:-0.26371
Word:maturi cos:-0.34949
Word:partners cos:0.06711
Word:pregulman cos:-0.21848
Word:moorthy cos:-0.09310
Word:tragedy cos:0.22002
Word:makhanu cos:-0.48720
Word:aihl cos:0.05474
Word:serigne cos:-0.34678
Word:sliti cos:-0.31145
Word:hoeneß cos:-0.30210
Word:epsa cos:-0.11142
Word:parented cos:-0.04210
Word:46.34 cos:-0.25179
Word:o'shea cos:0.01385
Word:kassin cos:-0.27736
Word:blomefield cos:-0.22172
Word:kühne cos:-0.22818
Word:illocutionary cos:-0.13291
Word:relativistic cos:-0.11739
Word:tjoeng cos:-0.37420
Word:copus cos:-0.29205
Word:lacovara cos:-0.21937
Word:city/26 cos:-0.24733
Word:morisot cos:0.00011
Word:cielab cos:-0.08134
Word:chivian cos:-0.19914
Word:arleen cos:-0.28585
Word:kranepool cos:-0.23442
Word:jeffers cos:0.02453
Word:horrible cos:0.32868
Word:edlinger cos:-0.26905
Word:nongoma cos:-0.21403
Word:varah cos:-0.28853
Word:ryes cos:-0.32297
Word:imperilled cos:-0.26681
Word:vitaphone cos:0.05802
Word:maister cos:-0.27905
Word:hufford cos:-0.25520
Word:boyton cos:-0.22974
Word:68.11 cos:-0.24775
Word:trailer cos:0.40865
Word:paff cos:-0.28633
Word:clopas cos:-0.02130
Word:yizhou cos:-0.37612
Word:löw cos:-0.13895
Word:bathhouse cos:0.11373
Word:embracing cos:0.13459
Word:lamarr cos:-0.06708
Word:portages cos:-0.21676
Word:nowick cos:-0.48315
Word:buru cos:0.06295
Word:bagha cos:-0.14745
Word:wahide cos:-0.13734
Word:darren cos:0.17077
Word:humphry cos:0.03452
Word:superintendent cos:0.00899
Word:misguidedly cos:-0.18066
Word:ashrams cos:-0.13611
Word:phosphine cos:-0.17658
Word:soffen cos:-0.36875
Word:brunning cos:-0.21419
Word:isogonal cos:-0.05385
Word:sixteen-year-old cos:0.19270
Word:telkiyski cos:-0.26354
Word:valmet cos:-0.24323
Word:godineaux cos:-0.20690
Word:muang cos:0.05564
Word:pewabic cos:-0.17395
Word:54.80 cos:-0.22244
Word:periodontology cos:-0.04398
Word:abhorrent cos:0.01990
Word:marburger cos:-0.15901
Word:siegler cos:0.08765
Word:kusari cos:-0.10075
Word:lechter cos:-0.38512
Word:zalmay cos:-0.16737
Word:ammiel cos:-0.39004
Word:shand cos:-0.16388
Word:acousto-optic cos:-0.04612
Word:kel-tec cos:-0.26612
Word:lalazarian cos:-0.32734
Word:lax cos:0.00689
Word:leessang cos:-0.19438
Word:bivector cos:-0.01418
Word:ziying cos:0.05563
Word:hartsell cos:-0.13841
Word:sikelel cos:-0.08923
Word:darvish cos:0.16228
Word:matsakis cos:-0.17654
Word:precepts cos:-0.01575
Word:rutherfordium cos:-0.34449
Word:wasti cos:-0.34614
Word:inter-american cos:-0.07900
Word:carità cos:-0.06443
Word:manriquez cos:-0.16947
Word:rasetti cos:-0.39994
Word:inspect cos:0.10294
Word:super-powered cos:0.16895
Word:baranov cos:-0.41678
Word:suvarnabhumi cos:0.00063
Word:ottaviani cos:-0.28240
Word:isobel cos:0.03560
Word:briefing cos:0.01459
Word:hh-65 cos:0.22950
Word:cavenaugh cos:-0.17472
Word:faunce cos:-0.33248
Word:o'dare cos:-0.30356
Word:three-year cos:-0.08711
Word:batf cos:0.01222
Word:cryptographer cos:-0.07556
Word:watermills cos:-0.11124
Word:beilenson cos:-0.20463
Word:yaqona cos:-0.04820
Word:fluid-filled cos:-0.07053
Word:faiths cos:-0.06576
Word:barış cos:-0.24039
Word:nscsa cos:-0.33226
Word:saint-julien cos:-0.37759
Word:laxton cos:-0.13857
Word:biff cos:0.21220
Word:leptostylus cos:0.07405
Word:metal-working cos:-0.15677
Word:shaeffer cos:-0.01485
Word:neveldine cos:-0.34241
Word:r-27 cos:-0.23215
Word:moonscapes cos:-0.21131
Word:verbund cos:-0.39674
Word:14-year-old cos:0.23756
Word:atli cos:-0.14250
Word:evron cos:-0.29467
Word:kec cos:-0.19046
Word:shitufi cos:-0.24186
Word:witchcraft cos:0.21988
Word:eecs cos:-0.11598
Word:plasmons cos:-0.08966
Word:flanger cos:-0.15151
Word:10-turn cos:-0.18504
Word:mannon cos:-0.42758
Word:ketsbaia cos:-0.26715
Word:galper cos:-0.36557
Word:stielike cos:-0.11551
Word:goffer cos:-0.39566
Word:marano cos:-0.05783
Word:wallboard cos:-0.04591
Word:charvel cos:-0.22727
Word:weatherwise cos:-0.05888
Word:larue cos:0.04856
Word:ultramarathons cos:-0.35031
Word:trinità cos:-0.22504
Word:durov cos:-0.12231
Word:footmen cos:-0.00571
Word:double-walled cos:-0.21454
Word:željko cos:-0.26059
Word:strollo cos:-0.32492
Word:montfaucon cos:-0.30105
Word:co-managing cos:-0.17017
Word:purdum cos:-0.22829
Word:catt cos:-0.01106
Word:verlegh cos:0.03112
Word:worshiped cos:0.26319
Word:falx cos:-0.11252
Word:gpm cos:-0.06071
Word:madhu cos:-0.02861
Word:claypole cos:-0.16573
Word:mcginnes cos:-0.24295
Word:bollenbach cos:0.00907
Word:olechowski cos:-0.38948
Word:fmx cos:-0.12476
Word:hitzer cos:-0.35498
Word:seilala cos:-0.26270
Word:katsu cos:0.09372
Word:wpta cos:-0.36045
Word:annabeth cos:-0.06311
Word:600s cos:-0.08893
Word:witek cos:-0.29915
Word:beltz cos:-0.44203
Word:longabaugh cos:-0.25652
Word:cephalotes cos:0.03111
Word:4ft cos:-0.14414
Word:negus cos:-0.01442
Word:sendel cos:-0.23783
Word:maranghi cos:-0.32920
Word:torain cos:-0.13154
Word:kimmy cos:-0.24375
Word:akademischer cos:-0.17983
Word:madchen cos:-0.15579
Word:kellems cos:-0.25417
Word:softwares cos:0.01579
Word:fischman cos:-0.16742
Word:bostian cos:-0.48654
Word:trading cos:0.06679
Word:yeldham cos:-0.30552
Word:un/cefact cos:-0.15548
Word:replicating cos:0.13085
Word:villena cos:-0.32703
Word:bmb cos:-0.21582
Word:oktar cos:-0.32207
Word:glynos cos:-0.26822
Word:montsalvatge cos:-0.16519
Word:meinl cos:-0.11620
Word:archytas cos:-0.28657
Word:misti cos:-0.28515
Word:brener cos:-0.47699
Word:critchfield cos:-0.31682
Word:gago cos:-0.06776
Word:side-wheeler cos:-0.08185
Word:brannan cos:-0.29230
Word:alexio cos:-0.12541
Word:erminio cos:-0.48691
Word:bellomo cos:-0.14659
Word:cossu cos:-0.04075
Word:squeegees cos:-0.05612
Word:quenched cos:-0.05761
Word:caes cos:-0.34058
Word:subducted cos:0.08248
Word:cyro cos:-0.13636
Word:akzonobel cos:-0.33045
Word:theofilos cos:-0.32265
Word:minutos cos:-0.10487
Word:dasu cos:-0.34686
Word:synchronisms cos:-0.25362
Word:obata cos:-0.07111
Word:boetticher cos:-0.14725
Word:stopford cos:-0.08110
Word:willers cos:-0.09638
Word:emsley cos:-0.29652
Word:frazil cos:0.01524
Word:overlapped cos:-0.26111
Word:reice cos:-0.31837
Word:flippen cos:-0.22654
Word:oecs cos:-0.07723
Word:nflpa cos:-0.05572
Word:41.12 cos:-0.40592
Word:daneman cos:-0.18061
Word:courting cos:0.06511
Word:unsheltered cos:-0.19149
Word:ruediger cos:-0.15980
Word:ritsu cos:-0.14788
Word:downsized cos:0.00629
Word:tindall cos:0.00764
Word:vemana cos:-0.09365
Word:sraffa cos:-0.27662
Word:mcgrattan cos:-0.40707
Word:corvera cos:-0.49198
Word:lehiya cos:-0.25508
Word:moonshiners cos:-0.05435
Word:račić cos:-0.20599
Word:kaito cos:-0.02861
Word:keirstead cos:-0.45090
Word:top-25 cos:-0.16394
Word:prosperous cos:0.07328
Word:glucose-6-phosphate cos:-0.16177
Word:netz cos:-0.19383
Word:gogan cos:-0.23654
Word:guinazu cos:-0.10482
Word:trevanion cos:-0.30368
Word:srbija cos:-0.07720
Word:aviso cos:-0.13651
Word:vonda cos:-0.15488
Word:emerton cos:0.13692
Word:pedder cos:-0.09208
Word:kpn cos:0.10541
Word:8-dietmar cos:-0.20799
Word:peacebuilding cos:-0.21379
Word:coiro cos:-0.31043
Word:tebbutt cos:-0.09843
Word:belligerently cos:-0.13609
Word:witsel cos:-0.00922
Word:nassirian cos:-0.24608
Word:wallendorf cos:-0.15259
Word:gonadotropin-releasing cos:-0.03990
Word:hufton cos:-0.38955
Word:depiction cos:0.30410
Word:mcmanaman cos:0.04457
Word:lovemark cos:-0.27326
Word:fusco cos:-0.08877
Word:yann cos:-0.03549
Word:rutaremara cos:-0.35908
Word:200-plus cos:-0.19586
Word:quiñónez cos:-0.33096
Word:ozjet cos:-0.29513
Word:kwasi cos:-0.31468
Word:guggenheimer cos:-0.25684
Word:rocastle cos:-0.41026
Word:farmiga cos:-0.13161
Word:bresciano cos:0.09397
Word:beadman cos:-0.12994
Word:nurkse cos:-0.34165
Word:guillam cos:-0.16263
Word:anielewicz cos:-0.39431
Word:nichter cos:-0.38001
Word:pochman cos:-0.12350
Word:koloane cos:-0.09149
Word:rafe cos:-0.14053
Word:skues cos:-0.29971
Word:roofers cos:-0.17442
Word:silviu cos:-0.09149
Word:1992-94 cos:-0.32603
Word:rejuvenate cos:0.04435
Word:lanegan cos:-0.06877
Word:33.53 cos:-0.36041
Word:lemche cos:-0.24132
Word:masella cos:-0.23686
Word:mclean cos:0.14700
Word:kinnersley cos:-0.40844
Word:kravitz cos:-0.07201
Word:rizer cos:-0.04616
Word:lockett cos:-0.23236
Word:80.63 cos:-0.21486
Word:elling cos:-0.20459
Word:gibian cos:-0.29950
Word:rs6 cos:-0.28185
Word:slender-billed cos:-0.04589
Word:faboideae cos:0.07343
Word:hinduism cos:0.17620
Word:storberget cos:-0.25075
Word:einsatzgruppe cos:-0.09549
Word:mantises cos:0.08803
Word:city/32 cos:-0.30381
Word:rukutai cos:-0.09122
Word:1996-2001 cos:-0.10428
Word:overwhelm cos:0.10446
Word:scutellaria cos:-0.03284
Word:flitter cos:-0.20777
Word:vitthal cos:-0.00140
Word:radtkey cos:-0.03946
Word:pastner cos:-0.22878
Word:luro cos:-0.22791
Word:psalters cos:-0.16043
Word:magnasco cos:-0.19782
Word:single-valued cos:-0.10368
Word:deconstructed cos:0.10845
Word:pedowitz cos:-0.36814
Word:naschy cos:-0.23463
Word:yueh cos:0.00126
Word:ince cos:-0.04563
Word:protos cos:-0.12574
Word:haldun cos:-0.24328
Word:al-shabaab cos:-0.07505
Word:korovin cos:-0.34918
Word:monjack cos:0.00256
Word:bollards cos:-0.20491
Word:abbass cos:-0.17913
Word:cordoned cos:0.02984
Word:ordway cos:-0.05778
Word:1977-95 cos:-0.24019
Word:jayanama cos:-0.23612
Word:rokia cos:-0.26506
Word:hideo cos:-0.00014
Word:paoa cos:-0.28104
Word:kaspars cos:-0.25975
Word:67.71 cos:-0.36803
Word:61.52 cos:-0.24307
Word:rée cos:-0.32659
Word:typologies cos:-0.23903
Word:bartoshuk cos:-0.13784
Word:petrow cos:-0.36238
Word:iwanami cos:-0.16397
Word:waitzkin cos:-0.07668
Word:husbandry cos:0.26952
Word:dybul cos:-0.18448
Word:schonland cos:-0.35672
Word:beaujeu cos:-0.33461
Word:slums cos:0.12309
Word:mockbee cos:-0.37528
Word:ex-husband cos:0.08777
Word:wakened cos:-0.05942
Word:subequal cos:-0.21884
Word:brightwork cos:-0.36997
Word:marvels cos:0.00438
Word:didn cos:0.13782
Word:wish cos:0.31772
Word:orichalcum cos:-0.10376
Word:perija cos:-0.31814
Word:ippolito cos:-0.31539
Word:espinola cos:-0.20393
Word:poorly cos:0.22874
Word:umut cos:-0.24520
Word:bumbry cos:-0.30764
Word:morphew cos:-0.40822
Word:anti-corruption cos:-0.06703
Word:pestilent cos:-0.01217
Word:ginz cos:0.04513
Word:125.50 cos:-0.37569
Word:feirstein cos:-0.26772
Word:micon cos:-0.33618
Word:neurology cos:0.03116
Word:24-november cos:-0.46300
Word:tailors cos:0.04898
Word:mckinlay cos:0.15902
Word:farre cos:-0.23910
Word:tamtam cos:-0.07868
Word:56.26 cos:-0.28351
Word:zetlitz cos:-0.22881
Word:guangping cos:-0.50276
Word:síol cos:-0.26494
Word:churla cos:0.03550
Word:hegge cos:-0.35035
Word:actuel cos:-0.20183
Word:aygun cos:-0.37067
Word:46,875 cos:0.00244
Word:wilhite cos:-0.19539
Word:suomi cos:0.06362
Word:vesperia cos:-0.07052
Word:peschisolido cos:-0.25126
Word:slifka cos:-0.35285
Word:eagleburger cos:-0.26722
Word:four-year cos:-0.11170
Word:sman cos:-0.12249
Word:15:13 cos:-0.35033
Word:bennell cos:-0.16959
Word:bruun cos:-0.28031
Word:creeley cos:-0.32889
Word:arild cos:-0.15051
Word:histopathological cos:-0.16788
Word:logwood cos:-0.10257
Word:reliant cos:0.00757
Word:pro-vice-chancellor cos:-0.18562
Word:bisa cos:-0.31381
Word:dumézil cos:-0.21114
Word:pulasthi cos:-0.08063
Word:soldner cos:-0.42340
Word:shaha cos:-0.13301
Word:raynard cos:-0.18698
Word:klimmt cos:-0.40315
Word:sidaris cos:-0.08789
Word:toupin cos:-0.38828
Word:poondi cos:-0.22472
Word:fjell cos:-0.17791
Word:tuckerman cos:-0.09033
Word:lynd cos:0.16861
Word:supplicant cos:-0.09221
Word:aiello cos:-0.17156
Word:tache cos:-0.13204
Word:adriaenssens cos:-0.12190
Word:anguiano cos:-0.32355
Word:clemetson cos:-0.27906
Word:albelda cos:-0.15673
Word:crellin cos:-0.39793
Word:barbee cos:-0.04908
Word:covell cos:-0.26540
Word:fagone cos:-0.11475
Word:orange-colored cos:-0.11635
Word:recorder cos:0.20465
Word:mayaguez cos:0.12253
Word:caxaro cos:-0.26440
Word:disposals cos:-0.09994
Word:fertig cos:-0.09138
Word:kaku cos:-0.06775
Word:arrigoni cos:-0.15088
Word:dimsdale cos:-0.33938
Word:garrels cos:-0.28956
Word:gallegly cos:-0.00599
Word:460s cos:-0.15130
Word:hartinger cos:-0.37870
Word:boals cos:-0.46512
Word:finegan cos:-0.13293
Word:e-journal cos:-0.27831
Word:dianic cos:-0.05523
Word:kasar cos:-0.06751
Word:kalumba cos:-0.13417
Word:helmreich cos:-0.42238
Word:荊州 cos:0.00132
Word:vilho cos:-0.34931
Word:landed cos:0.39301
Word:lyson cos:-0.37183
Word:showell cos:-0.32315
Word:puppeteer cos:0.30796
Word:z-axis cos:-0.14197
Word:vrhbosna cos:-0.42137
Word:viduka cos:0.04814
