Word:92.22 cos:-0.23692
Word:flydubai cos:-0.27199
Word:98.71 cos:-0.03107
Word:transposase cos:-0.20922
Word:orientate cos:-0.22833
Word:2.035 cos:-0.42971
Word:temporalities cos:0.00556
Word:malekula cos:-0.25857
Word:385.25 cos:-0.22909
Word:renegotiating cos:-0.24331
Word:entin cos:-0.25274
Word:graffitti cos:-0.22636
Word:89.05 cos:-0.17449
Word:sauntered cos:-0.11415
Word:knight cos:1.00000
Word:kahar cos:-0.14239
Word:husayn cos:0.10448
Word:macedonian cos:-0.01621
Word:khazaali cos:-0.03649
Word:snelgrove cos:-0.00311
Word:97.99 cos:-0.03846
Word:wheezed cos:-0.37711
Word:wet-leased cos:-0.19140
Word:teulet cos:-0.32476
Word:sachsenlb cos:-0.23375
Word:66.39 cos:-0.37770
Word:camdenton cos:-0.50150
Word:restituto cos:-0.12084
Word:midsession cos:-0.02509
Word:landweber cos:-0.36348
Word:invulnerability cos:0.21040
Word:lornah cos:-0.19795
Word:zind cos:-0.36104
Word:hamdi cos:0.05792
Word:96.68 cos:-0.11591
Word:mustafa cos:0.02054
Word:tankaman cos:-0.60236
Word:dynamis cos:-0.11745
Word:392.50 cos:-0.36450
Word:rangana cos:-0.05930
Word:700-strong cos:-0.28556
Word:97.5 cos:-0.08664
Word:-1.9 cos:-0.24867
Word:self-loathing cos:-0.27598
Word:91.28 cos:-0.15806
Word:95.48 cos:-0.12035
Word:maluleke cos:-0.33763
Word:nfhs cos:-0.16500
Word:381.50 cos:-0.34534
Word:fouls_new cos:0.02487
Word:1.645 cos:-0.34436
Word:3.9375 cos:-0.30381
Word:samnang cos:-0.25573
Word:rabinovitch cos:-0.18630
Word:barotseland cos:-0.32910
Word:reorient cos:-0.35872
Word:narmashir cos:-0.42912
Word:singsong cos:-0.16277
Word:harkened cos:-0.24779
Word:10,600 cos:-0.29099
Word:1840 cos:0.21277
Word:v-cinema cos:-0.25405
Word:courtships cos:-0.33416
Word:constellations cos:0.09335
Word:eddington cos:0.17645
Word:9,800 cos:-0.12606
Word:neo-palladian cos:-0.32277
Word:palestrina cos:-0.12452
Word:b-side cos:0.22360
Word:madripoor cos:-0.38002
Word:shapps cos:-0.29044
Word:swannell cos:-0.25283
Word:malaria cos:-0.11783
Word:khagan cos:0.03230
Word:174.6 cos:-0.34526
Word:20-overs cos:-0.30746
Word:1.3500 cos:-0.26319
Word:127.05 cos:-0.31412
Word:hanjin cos:0.00827
Word:expediting cos:-0.49980
Word:98.24 cos:0.03771
Word:yussufi cos:-0.16848
Word:maslow cos:-0.04210
Word:hiep cos:-0.32783
Word:loomis cos:0.32919
Word:protestation cos:-0.01948
Word:2012-14 cos:-0.33198
Word:acoustician cos:-0.08518
Word:mid-30 cos:-0.17966
Word:carmi cos:-0.19988
Word:xuebing cos:-0.22992
Word:zubak cos:-0.08412
Word:restructure cos:-0.05625
Word:vajpayee cos:-0.01896
Word:134.6 cos:-0.38311
Word:deregulate cos:-0.37224
Word:disconnecting cos:-0.30726
Word:kadivar cos:-0.19927
Word:167.1 cos:-0.39877
Word:eisenman cos:-0.15151
Word:54.67 cos:-0.27013
Word:0223 cos:-0.07723
Word:poodle cos:0.14041
Word:158.9 cos:-0.48885
Word:141.9 cos:-0.25645
Word:58kg cos:0.16550
Word:opels cos:-0.42794
Word:epiphanius cos:-0.00968
Word:147.9 cos:-0.46446
Word:troxblog cos:-0.31872
Word:99.30 cos:-0.09959
Word:basey cos:-0.43298
Word:187.7 cos:-0.41801
Word:christology cos:-0.09190
Word:manoeuvred cos:-0.11227
Word:1996-2001 cos:-0.07694
Word:95.33 cos:-0.16337
Word:95.5 cos:-0.07684
Word:posthumously cos:0.47716
Word:120.61 cos:-0.27362
Word:souers cos:-0.04702
Word:seccessionist cos:-0.47382
Word:kathiri cos:-0.35546
Word:91.03 cos:-0.25082
Word:eighty-seventh cos:-0.24412
Word:anzani cos:0.08592
Word:hatherly cos:-0.07253
Word:oceanic cos:0.05816
Word:97.21 cos:-0.12888
Word:chatwal cos:-0.37400
Word:91.55 cos:-0.27320
Word:97.95 cos:-0.00500
Word:marat cos:0.09161
Word:106.57 cos:-0.23956
Word:.0210 cos:-0.26524
Word:absentmindedly cos:-0.18719
Word:317.6 cos:-0.46421
Word:1this cos:-0.20061
Word:0530 cos:-0.16180
Word:resignalling cos:-0.30497
Word:80.22 cos:-0.27222
Word:500,000 cos:0.03776
Word:wideranging cos:-0.47396
Word:obilić cos:0.10119
Word:143.67 cos:-0.19813
Word:homebrewing cos:-0.34778
Word:78.5 cos:-0.26786
Word:73.23 cos:-0.24852
Word:lathering cos:-0.35051
Word:vimy cos:0.12797
Word:yashima cos:-0.12153
Word:9,100 cos:-0.31169
Word:digamber cos:-0.28103
Word:pfoa cos:-0.40827
Word:91.4 cos:-0.09884
Word:plasmin cos:-0.39900
Word:blauensteiner cos:-0.50152
Word:prosimian cos:-0.36682
Word:nejla cos:-0.35790
Word:botstein cos:-0.19843
Word:wean cos:-0.29595
Word:sliothar cos:-0.18216
Word:petesch cos:-0.24453
Word:119.93 cos:-0.11789
Word:chiefess cos:0.06965
Word:trollies cos:-0.33054
Word:grapeland cos:-0.19991
Word:re-sold cos:-0.21336
Word:molting cos:-0.26138
Word:bamboozle cos:-0.23066
Word:ashrae cos:-0.15274
Word:tryscoring cos:-0.30649
Word:96.44 cos:-0.09701
Word:98.20 cos:-0.04761
Word:4,029 cos:-0.50133
Word:almendra cos:-0.14498
Word:tätort cos:-0.29982
Word:four-cylinder cos:0.06278
Word:verkuil cos:-0.09843
Word:etiology cos:-0.14777
Word:ciavarella cos:-0.16721
Word:anus cos:-0.10038
Word:94.83 cos:-0.08955
Word:plowshares cos:-0.04329
Word:first-cousin cos:-0.27886
Word:self-declared cos:-0.21795
Word:99.32 cos:-0.06377
Word:riled cos:-0.36851
Word:ayyash cos:-0.02477
Word:baluchis cos:-0.31243
Word:onagoruwa cos:-0.42498
Word:rothstein cos:0.06581
Word:modernistic cos:-0.29070
Word:wooing cos:-0.20468
Word:schiltz cos:-0.23590
Word:fabrice cos:0.09586
Word:logwood cos:-0.31675
Word:al-maqrizi cos:-0.25182
Word:crocodylians cos:-0.50534
Word:96.51 cos:-0.11310
Word:genesis/mega cos:-0.19182
Word:accompaniments cos:-0.17844
Word:88.89 cos:-0.21791
Word:dflp cos:-0.11785
Word:11-race cos:-0.07736
Word:seventy-sixth cos:-0.15502
Word:599,000 cos:-0.39468
Word:98.26 cos:0.06828
Word:95.96 cos:-0.13744
Word:hailstone cos:-0.06319
Word:then-fledgling cos:-0.23857
Word:cooking cos:0.00942
Word:86.4 cos:-0.11110
Word:postpaid cos:-0.11329
Word:1.431 cos:-0.38578
Word:96.04 cos:-0.11707
Word:98.70 cos:-0.00974
Word:t100 cos:-0.28516
Word:bappu cos:-0.26044
Word:lire cos:0.05313
Word:nazarabad cos:-0.42478
Word:cirrus cos:0.13892
Word:gallbladders cos:-0.08713
Word:80.15 cos:-0.22092
Word:outraced cos:-0.15481
Word:prinzessin cos:-0.11617
Word:mujahir cos:-0.29144
Word:baré cos:-0.26140
Word:87.66 cos:-0.29123
Word:eorpwald cos:-0.29036
Word:84.83 cos:-0.37850
Word:schuffenhauer cos:-0.24491
Word:reptar cos:-0.15907
Word:96.24 cos:-0.10934
Word:shirou cos:-0.50678
Word:proto-oncogene cos:-0.29709
Word:fecundity cos:-0.12803
Word:surtax cos:-0.16529
Word:1.4752 cos:-0.27700
Word:uncredited cos:0.17590
Word:knuckleballs cos:-0.02408
Word:1785 cos:0.16709
Word:97.13 cos:-0.02767
Word:speechlessness cos:-0.36222
Word:undeniable cos:0.02441
Word:jneco cos:-0.05856
Word:picketers cos:-0.41173
Word:australia/new cos:-0.13403
Word:burrel cos:-0.30752
Word:bastianini cos:-0.33431
Word:96.54 cos:-0.04588
Word:92.07 cos:-0.20795
Word:95.65 cos:-0.02709
Word:u.n. cos:0.03558
Word:jallon cos:-0.45312
Word:blukat cos:-0.51366
Word:lmas cos:-0.48780
Word:benchings cos:-0.45238
Word:pressurizing cos:-0.49187
Word:mattresses cos:-0.06779
Word:79.7 cos:-0.23396
Word:93.97 cos:-0.19772
Word:jupiter cos:0.25707
Word:re-purposing cos:-0.35198
Word:299.5 cos:-0.27330
Word:91.45 cos:-0.19724
Word:revolutionising cos:-0.39295
Word:sidearm cos:0.05922
Word:malungo cos:-0.45626
Word:musavi cos:-0.25947
Word:739,000 cos:-0.43507
Word:bitten cos:0.06055
Word:ihf cos:0.02716
Word:minivehicles cos:-0.34074
Word:82.51 cos:-0.30373
Word:yekhanurov cos:-0.24486
Word:66.66 cos:-0.41047
Word:67,800 cos:-0.43795
Word:lictors cos:-0.14878
Word:non-volcanic cos:-0.25171
Word:95.89 cos:-0.08054
Word:mccluer cos:-0.15018
Word:rebidding cos:-0.28452
Word:shames cos:0.09094
Word:step-wise cos:-0.51795
Word:bordellos cos:-0.35293
Word:30,313 cos:0.14554
Word:woodchip cos:-0.40731
Word:96.14 cos:-0.04226
Word:hurdler cos:0.12691
Word:hand-loom cos:-0.28434
Word:keyvan cos:-0.57045
Word:futilely cos:-0.18239
Word:romansch cos:-0.45143
Word:esurance cos:-0.48783
Word:88.98 cos:-0.27240
Word:stuntwork cos:-0.35243
Word:nla cos:-0.10298
Word:145kg cos:-0.33960
Word:santoro cos:0.12362
Word:fallingbostel cos:-0.19679
Word:natexis cos:-0.19283
Word:darmian cos:-0.42360
Word:subsidise cos:-0.39046
Word:tillicoultry cos:-0.55701
Word:burtonport cos:-0.37638
Word:redenominated cos:-0.25843
Word:6-phosphate cos:-0.23374
Word:b-cut cos:-0.17827
Word:98.98 cos:-0.01814
Word:next-of-kin cos:-0.04219
Word:cargonet cos:-0.31441
Word:mcroy cos:-0.26170
Word:chengxin cos:-0.14080
Word:leader cos:0.30752
Word:office-holder cos:-0.19192
Word:acetonide cos:-0.56118
Word:74.7 cos:-0.26423
Word:subsitute cos:-0.32194
Word:localtalk cos:-0.44728
Word:95.45 cos:-0.10325
Word:newports cos:-0.37147
Word:lagnado cos:-0.20273
Word:96.05 cos:-0.17846
Word:74.88 cos:-0.37390
Word:ultramodern cos:-0.32923
Word:coastwise cos:-0.13169
Word:victorious cos:0.32399
Word:futa cos:-0.29726
Word:ratterman cos:-0.13840
Word:calve cos:-0.24289
Word:reemerge cos:-0.35444
Word:zvonareva cos:0.03075
Word:99.53 cos:-0.06355
Word:96.87 cos:-0.01582
Word:98.23 cos:-0.09521
Word:93.16 cos:-0.22027
Word:through-running cos:-0.18489
Word:225,000 cos:-0.18873
Word:guatemalans cos:-0.35102
Word:lleyton cos:0.17964
Word:hakka cos:-0.23220
Word:counterinsurgent cos:-0.39415
Word:70.4 cos:-0.32992
Word:bassinets cos:-0.30688
Word:tashi cos:-0.27706
Word:allegra cos:-0.18899
Word:infeld cos:-0.17473
Word:liechtenauer cos:-0.39096
Word:1.5850 cos:-0.39383
Word:xiaogan cos:-0.41578
Word:sashayed cos:-0.28228
Word:89.93 cos:-0.32515
Word:counter-drug cos:-0.41593
Word:besseberg cos:-0.36508
Word:bacolod cos:-0.17345
Word:gratitude cos:0.25827
Word:foreclosing cos:-0.31124
Word:colver cos:-0.27465
Word:dogma cos:-0.00381
Word:96.4 cos:-0.05886
Word:97.43 cos:-0.07464
Word:255.8 cos:-0.32963
Word:surrended cos:-0.41967
Word:one-million cos:-0.25416
Word:88.57 cos:-0.27660
Word:donkor cos:-0.41572
Word:reverting cos:-0.09976
Word:ribisi cos:-0.19454
Word:baroque cos:0.06477
Word:bearer cos:0.39885
Word:94.53 cos:-0.21099
Word:772,000 cos:-0.38039
Word:1.3927 cos:-0.22402
Word:performace cos:-0.23256
Word:195,000 cos:-0.34934
Word:crehan cos:-0.14055
Word:solloway cos:0.08010
Word:hultgreen cos:-0.04593
Word:89.91 cos:-0.28033
Word:ottawa cos:0.19830
Word:13,200 cos:-0.25002
Word:gwarzo cos:-0.34083
Word:120.1 cos:-0.29556
Word:99.17 cos:-0.03490
Word:81.2 cos:-0.18926
Word:timpson cos:-0.16237
Word:80.3 cos:-0.23576
Word:96.73 cos:-0.04076
Word:bowline cos:-0.07845
Word:taxing cos:-0.25552
Word:savory cos:-0.04451
Word:impacts cos:-0.11608
Word:qatanani cos:-0.42199
Word:87.05 cos:-0.22023
Word:72.74 cos:-0.12254
Word:epoc cos:-0.39551
Word:89.97 cos:-0.31446
Word:transactivation cos:-0.15552
Word:miring cos:-0.50642
Word:95.26 cos:-0.14881
Word:shabaks cos:-0.51636
Word:outruns cos:-0.45398
Word:cavil cos:-0.12385
Word:cotis cos:-0.29146
Word:tuley cos:-0.16107
Word:98.42 cos:0.01483
Word:disinheriting cos:-0.19810
Word:aiff cos:0.02152
Word:business-to-business cos:-0.22074
Word:12,250 cos:-0.34058
Word:98.49 cos:0.03251
Word:140kg cos:-0.20419
Word:reattaching cos:-0.29451
Word:1.7350 cos:-0.33035
Word:91.46 cos:-0.26069
Word:wimbledon cos:0.25951
Word:arvydas cos:0.03494
Word:vagner cos:0.08588
Word:chadian cos:-0.08865
Word:breazell cos:-0.03975
Word:92.68 cos:-0.13849
Word:cluck cos:-0.11149
Word:1.4283 cos:-0.24194
Word:reestablishing cos:-0.24225
Word:99.64 cos:-0.11437
Word:680,000 cos:-0.37478
Word:unsentimentally cos:-0.51061
Word:motherlands cos:-0.22302
Word:zulia cos:-0.20265
Word:steinbruner cos:-0.15823
Word:98.93 cos:-0.05880
Word:women-owned cos:-0.33249
Word:1760 cos:0.15823
Word:plunks cos:-0.19297
Word:wgm cos:-0.04622
Word:96.78 cos:0.00204
Word:229.8 cos:-0.38378
Word:pauling cos:-0.05765
Word:mikele cos:-0.19057
Word:nonregulated cos:-0.42082
Word:nadal cos:0.14307
Word:crimefighting cos:-0.35554
Word:rebook cos:-0.21191
Word:pro12 cos:-0.17662
Word:masakado cos:-0.08264
Word:deivi cos:-0.00832
Word:mcguffin cos:-0.31229
Word:139.12 cos:-0.11581
Word:bfbs cos:-0.03680
Word:488,000 cos:-0.24218
Word:gunrunning cos:-0.20767
Word:95.35 cos:-0.18370
Word:cosewic cos:-0.11743
Word:mid-40 cos:-0.27059
Word:insubordination cos:0.11044
Word:ehrenfest cos:-0.11217
Word:laryngoscope cos:-0.14946
Word:gizenga cos:-0.06463
Word:confidence-building cos:-0.45038
Word:azle cos:-0.29575
Word:radd cos:-0.38807
Word:sanchuniathon cos:-0.34916
Word:99.29 cos:-0.05707
Word:homeschoolers cos:-0.51365
Word:90.59 cos:-0.20920
Word:490th cos:-0.33876
Word:bacow cos:-0.16692
Word:623,000 cos:-0.38442
Word:pickets cos:-0.14955
Word:yatim cos:-0.31946
Word:portadown cos:-0.02824
Word:95.77 cos:-0.20952
Word:formosan cos:-0.03544
Word:1900 cos:0.27335
Word:steeplechases cos:-0.42345
Word:roadways cos:-0.27383
Word:spermatophores cos:-0.21831
Word:unreasonableness cos:-0.13536
Word:96.03 cos:-0.26495
Word:sedivy cos:-0.22288
Word:willowridge cos:-0.05462
Word:harriman cos:0.30735
Word:coffer cos:-0.22191
Word:marubeni cos:-0.02659
Word:130.2 cos:-0.27701
Word:penchants cos:-0.26664
Word:mid-1800s cos:-0.26439
Word:tsiartas cos:-0.24044
Word:despensers cos:-0.15987
Word:1.4550 cos:-0.21239
Word:paramilitarism cos:-0.42646
Word:pirouetted cos:-0.35176
Word:roadblocks cos:-0.25540
Word:hemma cos:-0.23620
Word:pingree cos:-0.25785
Word:delos cos:-0.07817
Word:hardie-ferodo cos:-0.16238
Word:ghezo cos:-0.18613
Word:vriesde cos:-0.18267
Word:co-financing cos:-0.37764
Word:98.22 cos:0.01972
Word:burnup cos:-0.10167
Word:118.7 cos:-0.40678
Word:widescreen cos:-0.04509
Word:harkens cos:-0.17600
Word:notchback cos:0.04689
Word:habitability cos:-0.01368
Word:214.5 cos:-0.35745
Word:natureserve cos:-0.02690
Word:vehicle cos:0.17848
Word:836,000 cos:-0.49460
Word:aharon cos:-0.09329
Word:coach cos:0.41589
Word:83.64 cos:-0.26928
Word:penalizing cos:-0.35756
Word:huntington-ashland cos:-0.30877
Word:1.2160 cos:-0.35445
Word:96.31 cos:-0.01423
Word:135xe cos:-0.45916
Word:nasir cos:0.05620
Word:152.8 cos:-0.34272
Word:hengshui cos:-0.39252
Word:555,000 cos:-0.35481
Word:tuchfarber cos:-0.31057
Word:microtransactions cos:-0.39459
Word:83.67 cos:-0.35085
Word:nki cos:-0.38556
Word:perrys cos:-0.14868
Word:sternaman cos:-0.27130
Word:574,000 cos:-0.42549
Word:elsik cos:-0.14439
Word:ballas cos:0.08849
Word:motonobu cos:-0.18801
Word:78.7 cos:-0.24101
Word:demises cos:-0.29848
Word:rejiggering cos:-0.45218
Word:tolentino cos:-0.09449
Word:streptokinase cos:-0.37690
Word:quemener cos:-0.16971
Word:104.25 cos:-0.28506
Word:alishan cos:-0.16583
Word:yvon cos:-0.03772
Word:teamate cos:-0.21812
Word:acute cos:-0.05906
Word:under-18s cos:-0.12457
Word:wabasca cos:-0.38270
Word:gallieni cos:-0.10476
Word:98.38 cos:-0.00875
Word:72.79 cos:-0.15272
Word:orobator cos:-0.16666
Word:superstock cos:0.01523
Word:nirta cos:-0.26602
Word:jiangshan cos:-0.38302
Word:ailments cos:-0.01626
Word:metrocards cos:-0.32838
Word:107.97 cos:-0.26271
Word:nonacademic cos:-0.16316
Word:transpacific cos:-0.20383
Word:97.86 cos:0.05539
Word:103.2 cos:-0.05803
Word:stefanie cos:0.04242
Word:suffer cos:0.04683
Word:imperial cos:0.49745
Word:moondust cos:-0.19671
Word:36-man cos:-0.22299
Word:100million cos:-0.31611
Word:sentri cos:-0.33565
Word:128.9 cos:-0.37726
Word:144.1 cos:-0.38819
Word:hedge cos:0.23295
Word:riboletta cos:-0.24018
Word:jura-nord cos:-0.25515
Word:silsbee cos:-0.24387
Word:gramsci cos:-0.09063
Word:β-unsaturated cos:-0.17307
Word:1.6450 cos:-0.27275
Word:spann cos:0.11392
Word:155,000 cos:-0.27359
Word:165.8 cos:-0.45104
Word:mini-tour cos:-0.29966
Word:517,000 cos:-0.41569
Word:separatist cos:-0.01613
Word:132.9 cos:-0.41602
Word:eliminator cos:0.21042
Word:1.5488 cos:-0.07636
Word:foundering cos:-0.29487
Word:stolon cos:-0.47750
Word:devolves cos:-0.18225
Word:hearkens cos:-0.14528
Word:usnr cos:0.10154
Word:1880 cos:0.26858
Word:colophon cos:-0.18582
Word:warsop cos:-0.29261
Word:wuliangye cos:-0.22866
Word:firs cos:0.15161
Word:tuyserkan cos:-0.42064
Word:95.88 cos:-0.05744
Word:97.23 cos:-0.08250
Word:97.97 cos:0.04624
Word:barasa cos:-0.18782
Word:toretta cos:-0.50827
Word:commissaries cos:-0.22532
Word:cnta cos:-0.21817
Word:1000th cos:0.00289
Word:86.29 cos:-0.43421
Word:95.22 cos:-0.19141
Word:somersaulting cos:-0.16354
Word:three-card cos:-0.26421
Word:937,000 cos:-0.53174
Word:hypervelocity cos:-0.13509
Word:liberalize cos:-0.37736
Word:visby cos:-0.20326
Word:re-introduce cos:-0.29615
Word:zainol cos:-0.30570
Word:merchandizing cos:-0.35222
Word:nachmany cos:-0.30793
Word:170kg cos:-0.15267
Word:99.39 cos:-0.04957
Word:fasig-tipton cos:-0.18492
Word:everest cos:0.10024
Word:ultracheap cos:-0.28714
Word:85-95 cos:-0.47820
Word:sebastião cos:-0.12001
Word:12-percent cos:-0.27320
Word:billingsley cos:-0.08363
Word:88.75 cos:-0.12795
Word:nordhaus cos:-0.00004
Word:kyunggi cos:-0.22526
Word:longclaws cos:-0.08859
Word:illuminates cos:-0.13209
Word:5,725 cos:-0.47884
Word:ntakirutimana cos:-0.21088
Word:cross-channel cos:-0.13134
Word:ribbs cos:0.02835
Word:81.4 cos:-0.27533
Word:dostoevsky cos:0.10614
Word:160.5 cos:-0.35449
Word:o'reily cos:-0.13520
Word:ōe cos:-0.11984
Word:higher-speed cos:-0.40168
Word:starclan cos:-0.18800
Word:92.45 cos:-0.23921
Word:klagholz cos:-0.18743
Word:uncoil cos:-0.41973
Word:illuminating cos:0.00449
Word:3.925 cos:-0.52642
Word:motoc cos:-0.53101
Word:emigrate cos:-0.14234
Word:tantoo cos:-0.20951
Word:unneccessary cos:-0.45924
Word:ulmen cos:-0.31687
Word:neverlost cos:-0.28936
Word:emirau cos:-0.15514
Word:tagro cos:-0.00954
Word:1.514 cos:-0.43342
Word:walkabout cos:-0.06361
Word:requesens cos:-0.19897
Word:sweelinck cos:-0.35701
Word:98.44 cos:0.02981
Word:25e cos:-0.15562
Word:shuldiner cos:-0.30348
Word:sedki cos:-0.24348
Word:evidentiary cos:-0.00766
Word:single-engined cos:0.03409
Word:247.3 cos:-0.50403
Word:plops cos:-0.26169
Word:139.89 cos:-0.10470
Word:parimutuel cos:-0.24157
Word:71.44 cos:-0.33154
Word:bradt cos:-0.13850
Word:112-mile cos:-0.22397
Word:47-month cos:-0.06932
Word:94.54 cos:-0.14858
Word:filippov cos:-0.30648
Word:crooners cos:-0.12218
Word:djokovic cos:0.05339
Word:oversensitivity cos:-0.25434
Word:inheritances cos:-0.05965
Word:rough cos:0.18679
Word:90.78 cos:-0.18995
Word:paykan cos:-0.16232
Word:reapplying cos:-0.41399
Word:bcg cos:-0.23215
Word:96.34 cos:-0.12547
Word:mccartneys cos:-0.30486
Word:rulership cos:0.01301
Word:nontrinitarian cos:-0.27920
Word:99.4 cos:-0.16917
Word:boskovski cos:-0.31673
Word:stodginess cos:-0.30465
Word:tinian cos:-0.10787
Word:rarities cos:-0.00835
Word:llodra cos:0.09843
Word:46-month cos:-0.22319
Word:competiton cos:-0.38948
Word:resells cos:-0.10597
Word:dirksen cos:-0.12134
Word:217.6 cos:-0.38483
Word:eventing cos:0.08665
Word:174.75 cos:-0.09524
Word:96.49 cos:0.01889
Word:togethers cos:-0.25179
Word:chofetz cos:-0.10487
Word:27-billion cos:-0.13891
Word:dyrham cos:-0.26283
Word:holender cos:-0.31307
Word:tamanoshima cos:0.03806
Word:reconvert cos:-0.28978
Word:peevey cos:-0.25699
Word:383.50 cos:-0.17934
Word:tanishige cos:-0.26681
Word:setc cos:-0.23334
Word:reinvigorate cos:-0.30773
Word:rokhri cos:-0.33282
Word:fia cos:0.09974
Word:131.1 cos:-0.43432
Word:bren cos:0.20672
Word:planetarium cos:-0.07003
Word:98.97 cos:-0.09921
Word:minni cos:-0.06107
Word:amelie cos:0.10944
Word:zinging cos:-0.30391
Word:elucidation cos:-0.19294
Word:mothball cos:-0.15795
Word:saffo cos:-0.28129
Word:myskina cos:0.08731
Word:greedily cos:-0.40656
Word:proceded cos:-0.46455
Word:fluffing cos:-0.18669
Word:hotspur cos:0.35246
Word:143.6 cos:-0.38964
Word:pillages cos:-0.44510
Word:130.8 cos:-0.27931
Word:maldef cos:-0.11732
Word:avenger cos:0.27187
Word:urng cos:-0.01046
Word:reasonableness cos:0.00524
Word:attitudinal cos:-0.37584
Word:readmittance cos:-0.36225
Word:yanking cos:-0.16824
Word:pornographers cos:-0.15418
Word:97.16 cos:-0.08408
Word:77.7 cos:-0.22446
Word:disclaimed cos:0.08082
Word:dr.philos cos:0.09404
Word:andronico cos:-0.11149
Word:93.22 cos:-0.24841
Word:1,460 cos:-0.30141
Word:toll cos:0.05170
Word:nghi cos:-0.34182
Word:91.59 cos:-0.20131
Word:581,000 cos:-0.48609
Word:armwood cos:-0.07648
Word:in-app cos:-0.16027
Word:requisitions cos:-0.14458
Word:boxing cos:0.40526
Word:grimke cos:-0.24197
Word:indnsia cos:-0.09945
Word:modicum cos:-0.10279
Word:ingush cos:-0.32825
Word:rituxan cos:-0.19457
Word:deregulating cos:-0.44477
Word:mllion cos:-0.40108
Word:tangestan cos:-0.46370
Word:repatriating cos:-0.27430
Word:36.2 cos:-0.20480
Word:underwriting cos:0.09255
Word:altizer cos:-0.13599
Word:sankaty cos:0.02935
Word:mid-1700s cos:-0.37927
Word:babkin cos:-0.25364
Word:98.92 cos:-0.00528
Word:121.2 cos:-0.17658
Word:164.6 cos:-0.45951
Word:nemrut cos:-0.27652
Word:single-cylinder cos:-0.11586
Word:221.5 cos:-0.30868
Word:passbooks cos:-0.21246
Word:gybing cos:-0.31497
Word:boldini cos:-0.23713
Word:undershorts cos:-0.07118
Word:liberalise cos:-0.44469
Word:deindustrialization cos:-0.44010
Word:-2.8 cos:-0.36830
Word:2950 cos:-0.04362
Word:divvies cos:-0.39014
Word:42-story cos:-0.14418
Word:182.2 cos:-0.36109
Word:grumble cos:-0.28270
Word:1869 cos:0.29033
Word:mckneely cos:-0.32854
Word:97.60 cos:-0.08388
Word:iconostasis cos:-0.09169
Word:airconditioners cos:-0.38224
Word:bartering cos:-0.44251
Word:witherell cos:-0.25823
Word:poignancy cos:0.05321
Word:undercliff cos:-0.40075
Word:99.60 cos:-0.11563
Word:tiken cos:-0.23753
Word:reuniting cos:-0.05915
Word:82.3 cos:-0.15110
Word:segregationist cos:0.00503
Word:cas cos:-0.07981
Word:95.54 cos:-0.28412
Word:219.6 cos:-0.43906
Word:backlots cos:-0.27559
Word:96.82 cos:-0.07798
Word:96.09 cos:-0.04201
Word:uveal cos:-0.34955
Word:seijo cos:-0.32878
Word:harking cos:-0.17631
Word:devilbiss cos:-0.15074
Word:remounting cos:-0.36100
Word:bilk cos:-0.32810
Word:re-apply cos:-0.38030
Word:x-height cos:-0.29081
Word:mohatarem cos:-0.21614
Word:1.1933 cos:-0.28218
Word:menzir cos:-0.31274
Word:perchlorate cos:-0.21255
Word:wended cos:-0.22113
